valor_emprestimo,valor_financiado,valor_financiado_investidores,prazo,taxa_juros,parcela,cargo,tempo_emprego,propriedade_casa,renda_anual,status_verificacao,status_emprestimo,finalidade,titulo,estado,dti,inadimplencia_2anos,consultas_ultimos_6meses,contas_abertas,registros_publicos,saldo_renovavel,utilizacao_renovavel,total_contas,status_lista_inicial,principal_pendente,principal_pendente_investidores,pagamento_total,pagamento_total_investidores,total_principal_recebido,total_juros_recebidos,valor_ultimo_pagamento,cobrancas_12_meses_exc_med,contas_atualmente_inadimplentes,total_cobrancas,saldo_atual_total,limite_total_renovavel,score_credito
25000,25000,25000,60,10.99,543.44,19,10,0,81400.0,0,0,2,3,33,22.29,3,0,11,0,29364,99.9,18,1,24047.89,24047.89,1599.79,1599.79,952.11,647.68,543.44,0,0,77,210782,29400,B
16000,16000,16000,36,12.69,536.72,5,4,2,65000.0,1,0,9,11,45,18.21,0,0,10,0,998,7.9,32,0,12948.69,12948.69,4282.48,4282.48,3051.31,1231.17,536.72,0,0,0,69295,12600,C
10000,10000,10000,60,16.55,246.12,4,2,2,37000.0,2,0,2,3,32,25.46,0,3,20,2,5678,25.6,33,1,9210.51,9210.51,1704.45,1704.45,789.49,914.96,246.12,0,0,0,34362,22200,D
20000,20000,20000,60,18.25,510.6,19,10,0,60000.0,2,0,2,3,2,30.0,0,1,22,0,17369,63.2,37,1,18257.9,18257.9,4064.52,4064.52,1742.1,2322.42,510.6,0,0,0,162971,27500,E
6200,6200,6200,36,6.92,191.22,10,10,0,65000.0,1,0,2,3,17,13.34,0,0,11,1,6772,46.7,27,1,4930.87,4930.87,1524.99,1524.99,1269.13,255.86,191.22,0,0,0,13270,14500,A
5650,5650,5650,36,19.19,207.65,9,10,0,35000.0,2,0,2,3,2,22.15,0,2,7,0,1543,15.9,21,1,5044.46,5044.46,988.94,988.94,605.54,383.4,207.65,0,0,0,88571,9700,E
10900,10900,10850,60,18.25,278.28,19,9,0,42000.0,1,0,2,3,43,34.11,0,0,17,0,27795,51.6,42,0,10557.31,10508.89,823.79,820.01,342.69,481.1,278.28,0,0,0,215206,53900,E
21000,21000,21000,60,18.25,536.13,15,9,1,71000.0,0,0,2,3,10,24.11,0,1,13,1,18124,89.3,24,1,20113.01,20113.01,2165.81,2165.81,886.99,1278.82,536.13,0,0,0,235222,20300,E
10000,10000,10000,60,17.86,253.18,16,1,2,40000.0,1,0,2,3,41,14.25,0,0,8,0,6768,46.0,17,1,9682.28,9682.28,754.58,754.58,317.72,436.86,253.18,0,0,1128,19096,14700,D
12000,12000,12000,36,7.26,371.96,11,1,0,72800.0,0,0,2,3,44,22.28,0,0,11,0,12810,57.2,31,1,11399.47,11399.47,739.08,739.08,600.53,138.55,371.96,0,0,0,226917,22400,A
10850,10850,10850,36,16.55,384.41,11,10,0,58000.0,0,0,2,3,12,23.3,0,4,19,1,9675,71.0,42,1,10135.93,10135.93,1162.77,1162.77,714.07,448.7,384.41,0,0,0,126578,13680,D
35000,35000,34950,60,17.57,880.61,18,10,0,120000.0,2,0,2,3,11,27.72,0,0,14,0,59020,91.5,40,0,33104.54,33057.25,4368.89,4362.65,1895.46,2473.43,880.61,0,0,0,664566,64511,D
10000,10000,10000,36,11.53,329.91,11,10,0,95000.0,1,0,2,3,38,2.25,0,1,4,0,7591,83.4,13,0,7558.0,7558.0,3292.69,3292.69,2442.0,850.69,329.91,0,0,0,7591,9100,B
18000,18000,18000,36,7.26,557.94,12,10,2,120000.0,1,0,2,3,4,3.97,0,0,6,1,17526,48.5,20,0,14799.09,14799.09,3898.32,3898.32,3200.91,697.41,557.94,0,0,0,17526,36100,A
35000,35000,35000,36,16.49,1238.98,8,4,0,120000.0,2,0,2,3,10,13.69,0,0,13,0,11687,35.6,38,0,26064.58,26064.58,13595.31,13595.31,8935.42,4659.89,1238.98,0,0,0,333425,32800,D
6000,6000,6000,36,6.39,183.6,11,10,0,110000.0,1,0,2,3,4,18.93,0,0,21,0,44238,25.7,39,0,4446.64,4446.64,1833.87,1833.87,1553.36,280.51,183.6,0,0,0,515794,172100,A
30000,30000,30000,60,18.55,770.81,22,1,2,80000.0,2,0,2,3,46,14.55,1,2,13,0,7831,31.0,44,1,28742.99,28742.99,3021.41,3021.41,1257.01,1764.4,770.81,0,0,0,112662,25300,E
6000,6000,6000,36,11.53,197.95,21,0,0,34000.0,2,0,2,3,41,10.77,0,1,10,0,6947,24.1,13,0,5430.66,5430.66,787.96,787.96,569.34,218.62,197.95,0,0,1980,10646,28800,B
16950,16950,16950,60,19.19,441.47,2,10,2,89500.0,1,0,2,3,4,19.94,1,2,12,0,63,0.6,21,1,15698.34,15698.34,3072.22,3072.22,1251.66,1820.56,441.47,0,0,0,64577,10900,E
17000,17000,17000,60,19.99,450.31,6,10,0,96000.0,2,0,2,3,10,16.68,0,0,11,2,4691,42.3,27,0,16490.25,16490.25,1407.56,1407.56,509.75,897.81,450.31,0,0,0,205770,11100,E
11400,11400,11400,60,19.99,301.97,16,8,2,30000.0,1,0,9,11,29,6.0,1,0,6,0,4069,29.1,18,1,10698.99,10698.99,1861.83,1861.83,701.01,1160.82,301.97,0,0,853,4069,14000,E
29950,29950,29950,36,5.32,901.94,11,10,0,252000.0,2,0,2,3,20,12.34,0,1,13,7,161695,38.0,29,1,23462.1,23462.1,7203.5,7203.5,6487.9,715.6,901.94,0,0,0,872258,234600,A
12000,12000,12000,60,16.55,295.34,14,3,0,37000.0,2,0,2,3,15,26.05,0,0,15,0,17093,45.8,20,1,11605.08,11605.08,863.95,863.95,394.92,469.03,295.34,0,0,0,148180,37300,D
4250,4250,4250,36,18.25,154.19,5,3,2,36000.0,0,0,2,3,22,4.5,1,0,6,0,2052,68.4,8,1,3593.78,3593.78,1075.02,1075.02,656.22,418.8,154.19,0,0,0,19787,3000,E
7500,7500,7500,36,5.32,225.87,19,5,2,45000.0,0,0,1,2,18,32.27,0,0,7,0,8668,47.6,21,1,6919.57,6919.57,672.07,672.07,580.43,91.64,225.87,0,0,0,38418,18200,A
35000,35000,35000,60,18.99,907.73,5,10,1,90000.0,2,0,2,3,11,11.61,0,0,8,0,5423,73.3,19,1,34286.69,34286.69,1778.54,1778.54,713.31,1065.23,907.73,0,0,0,40133,7400,E
4000,4000,4000,36,15.61,139.86,14,0,0,52000.0,2,0,4,6,14,30.14,0,0,26,0,12365,66.5,31,1,3549.29,3549.29,695.83,695.83,450.71,245.12,139.86,0,0,0,166630,19700,D
8000,8000,8000,36,12.29,266.83,11,4,1,90000.0,1,0,9,11,17,25.49,0,0,11,0,23881,77.5,28,1,6665.27,6665.27,1862.35,1862.35,1334.73,527.62,266.83,0,0,0,176009,30800,C
7850,7850,7850,36,16.55,278.12,8,5,2,29000.0,1,1,2,3,4,34.4,0,0,13,0,6840,54.7,15,0,7156.39,7156.39,1113.04,1113.04,693.61,404.43,293.12,0,0,0,57653,12500,D
23325,23325,23325,36,11.53,769.5,7,8,0,80914.0,2,0,1,2,5,31.58,1,0,8,0,30442,91.4,14,0,18223.59,18223.59,6895.62,6895.62,5101.41,1794.21,769.5,0,0,0,345801,33300,B
10800,10800,10800,36,12.69,362.29,10,9,0,52000.0,0,0,2,3,1,21.12,3,3,8,0,5960,67.0,26,1,10047.87,10047.87,1121.13,1121.13,752.13,369.0,362.29,0,0,0,147438,8900,C
26000,26000,26000,36,6.89,801.5,11,10,0,120000.0,0,0,2,3,4,11.98,1,0,14,0,26140,37.0,36,1,25347.79,25347.79,811.45,811.45,652.21,159.24,821.4,0,0,0,161175,70700,A
26400,26400,26400,36,5.32,795.04,1,5,0,135000.0,1,0,4,6,10,22.49,0,0,27,1,15708,42.6,60,1,25722.0,25722.0,787.24,787.24,678.0,109.24,795.04,0,0,0,101687,36900,A
16500,16500,16500,60,9.99,350.5,16,10,0,85000.0,0,0,1,2,26,13.71,0,1,3,0,37583,90.8,6,1,16071.95,16071.95,682.68,682.68,428.05,254.63,350.5,0,0,0,135601,41400,B
11700,11700,11700,36,11.53,385.99,8,3,0,45000.0,0,0,2,3,20,24.31,0,0,16,0,16800,58.1,29,1,10018.63,10018.63,2308.45,2308.45,1681.37,627.08,385.99,0,0,0,217225,28900,B
10000,10000,10000,36,12.69,335.45,8,10,1,62000.0,0,2,1,2,4,5.25,0,0,5,0,13950,98.2,12,1,318.86,318.86,10536.2,10536.2,9681.14,855.06,7859.65,0,0,0,361413,14200,C
4800,4800,4800,36,6.24,146.55,25,10,1,65000.0,0,0,2,3,9,22.99,0,0,18,0,24897,32.5,38,1,4185.69,4185.69,731.09,731.09,614.31,116.78,146.55,0,0,0,49124,76500,A
14000,14000,14000,36,12.39,467.62,15,4,2,75000.0,1,0,2,3,12,21.55,0,3,13,0,22574,83.6,34,0,10256.96,10256.96,5134.18,5134.18,3743.04,1391.14,467.62,0,0,0,27644,27000,C
33575,33575,33575,36,12.29,1119.83,25,10,0,73000.0,1,0,2,3,37,18.9,0,0,14,0,49349,46.7,18,1,30423.13,30423.13,4478.79,4478.79,3151.87,1326.92,1119.83,0,0,0,248342,105700,C
7550,7550,7525,36,16.99,269.15,6,10,1,45000.0,2,0,2,3,29,29.92,0,0,14,0,13900,36.1,41,0,6541.36,6519.7,1607.77,1602.45,1008.64,599.13,269.15,0,0,0,21790,38500,D
6500,6500,6500,36,10.99,212.78,16,3,0,55000.0,2,0,2,3,24,20.88,0,0,16,1,12165,57.1,32,1,6036.02,6036.02,628.42,628.42,463.98,164.44,212.78,0,0,0,243943,21300,B
12000,12000,12000,36,7.89,375.43,16,5,0,59000.0,1,0,2,3,32,26.9,0,2,14,0,35332,46.2,39,1,10497.72,10497.72,1866.63,1866.63,1502.28,364.35,375.43,0,0,0,146703,76400,A
15000,15000,15000,60,11.99,333.6,11,6,2,120000.0,0,0,2,3,5,4.67,0,0,9,0,20982,47.2,13,0,14816.27,14816.27,323.61,323.61,183.73,139.88,333.6,0,0,581,20982,44500,C
15525,15525,15525,60,18.25,396.35,19,10,2,65000.0,0,0,1,2,32,38.07,0,0,12,0,36233,92.7,26,1,15036.93,15036.93,1220.53,1220.53,488.07,732.46,396.35,0,0,0,91703,39100,E
25000,25000,25000,60,10.49,537.23,13,7,0,175000.0,1,0,2,3,25,19.03,0,1,17,0,117112,60.0,43,1,20986.41,20986.41,6432.19,6432.19,4013.59,2418.6,537.23,0,0,50,469699,146900,B
20000,20000,20000,36,12.69,670.9,19,6,2,55400.0,1,0,1,2,17,22.05,1,1,8,0,20719,49.4,15,1,18607.17,18607.17,1984.5,1984.5,1392.83,591.67,670.9,1,0,0,38946,41900,C
20000,20000,20000,36,7.26,619.93,22,10,2,65000.0,2,0,2,3,32,7.26,0,0,6,0,16455,78.0,11,1,16443.46,16443.46,4323.38,4323.38,3556.54,766.84,619.93,0,0,0,16455,21100,A
10000,10000,9975,60,19.19,260.46,3,9,0,89000.0,1,0,2,3,17,25.55,0,1,11,0,47040,92.1,22,0,9797.31,9772.82,568.89,567.47,202.69,366.2,260.46,0,0,0,367396,51100,E
20000,20000,20000,36,5.32,602.3,8,10,0,145000.0,0,0,1,2,43,10.34,0,0,11,0,28674,32.3,37,1,17739.69,17739.69,2594.09,2594.09,2260.31,333.78,650.0,0,0,0,436274,88900,A
15000,15000,15000,60,15.41,360.09,8,9,0,86000.0,0,0,4,3,12,8.92,0,4,11,0,13869,58.8,26,1,14832.53,14832.53,327.99,327.99,167.47,160.52,360.09,0,0,0,155175,23600,D
26500,26500,26475,36,15.61,926.57,15,6,2,98000.0,2,0,2,3,17,9.82,1,2,8,0,11320,86.4,40,0,25328.73,25304.84,1807.18,1805.48,1171.27,635.91,926.57,0,0,0,47367,13100,D
32000,32000,32000,36,14.99,1109.14,18,10,2,130000.0,2,0,2,3,11,1.33,1,0,7,3,5537,54.8,11,0,23690.41,23690.41,12286.9,12286.9,8309.59,3977.31,1262.12,0,0,0,5537,10100,C
14350,14350,14350,60,18.54,368.63,9,10,0,28700.0,1,0,2,3,25,20.49,0,0,8,0,15643,57.7,30,0,12603.04,12603.04,4040.15,4040.15,1746.96,2293.19,368.63,0,0,0,19485,27100,E
28225,28225,28225,36,10.99,923.92,19,10,0,91850.0,0,0,2,3,29,25.58,1,0,12,0,37185,70.4,20,0,27559.57,27559.57,889.45,889.45,665.43,224.02,923.92,0,0,0,388458,52800,B
27500,27500,27500,60,11.53,605.22,5,10,1,68500.0,1,0,2,3,38,28.21,0,0,10,0,27332,47.2,24,0,26116.26,26116.26,2420.44,2420.44,1383.74,1036.7,605.22,0,0,0,308799,57900,B
14000,14000,14000,36,17.57,503.12,8,10,0,62400.0,2,0,4,6,21,12.71,1,2,11,1,3612,15.8,29,1,13092.43,13092.43,1482.03,1482.03,907.57,574.46,503.12,0,0,0,109431,22800,D
12000,12000,12000,36,12.39,400.82,7,10,2,57000.0,0,0,2,3,9,26.46,0,1,14,0,19364,46.0,16,0,8481.6,8481.6,4801.58,4801.58,3518.4,1283.18,400.82,0,0,0,47820,42100,C
14000,14000,14000,36,12.39,467.62,12,8,0,130000.0,0,0,1,2,43,6.95,0,1,14,0,11974,45.0,20,1,10256.96,10256.96,5124.55,5124.55,3743.04,1381.51,467.62,0,0,0,412745,26600,C
13100,13100,13100,60,18.25,334.44,19,1,2,45000.0,1,0,2,3,23,32.03,0,0,9,0,23150,67.7,38,0,12257.26,12257.26,1993.36,1993.36,842.74,1150.62,334.44,0,0,0,359857,34200,E
24775,24775,24775,60,18.25,632.5,10,10,2,59000.0,2,0,2,3,9,34.33,0,1,16,0,20530,47.3,19,1,23181.19,23181.19,3769.88,3769.88,1593.81,2176.07,632.5,0,0,0,64436,43400,E
10000,10000,10000,36,5.93,303.91,3,4,0,170000.0,1,0,1,2,12,9.52,2,0,8,0,42824,63.1,24,1,7663.76,7663.76,2731.9,2731.9,2336.24,395.66,303.91,1,0,75,376348,57100,A
7000,7000,7000,36,5.32,210.81,23,4,2,50000.0,1,0,1,2,41,19.01,0,0,6,0,5619,69.4,12,1,6276.1,6276.1,838.07,838.07,723.9,114.17,210.81,0,0,0,38632,8100,A
28000,28000,28000,60,19.19,729.27,18,10,0,89500.0,1,0,9,11,4,18.12,1,0,10,0,5014,54.5,44,0,26242.0,26242.0,4345.77,4345.77,1758.0,2587.77,729.27,0,0,0,78871,9200,E
20000,20000,20000,36,8.18,628.39,14,0,0,90000.0,0,0,2,3,32,25.85,0,1,11,0,20258,49.2,27,1,19507.94,19507.94,605.67,605.67,492.06,113.61,628.39,0,0,0,74603,41200,B
24000,24000,24000,60,15.61,578.68,19,2,0,71000.0,2,0,2,3,10,33.84,0,2,12,1,17416,48.8,43,1,22632.48,22632.48,2872.59,2872.59,1367.52,1505.07,578.68,0,0,0,187890,35700,D
35000,35000,35000,60,15.61,843.9,11,10,0,225000.0,2,0,2,3,22,15.82,2,0,14,0,22317,49.7,43,1,31824.93,31824.93,4469.65,4469.65,3175.07,1294.58,1500.0,0,0,0,413349,44900,D
25000,25000,25000,60,19.99,662.21,25,10,2,60000.0,2,0,2,3,1,30.57,0,2,25,0,3943,17.1,109,1,24754.25,24754.25,634.45,634.45,245.75,388.7,662.21,0,0,9916,282865,23100,E
2500,2500,2500,36,12.29,83.39,25,10,0,62000.0,1,0,4,6,41,24.14,3,0,8,0,2360,52.4,19,0,2020.8,2020.8,665.41,665.41,479.2,186.21,83.39,0,0,0,84858,4500,C
20000,20000,20000,36,11.49,659.43,16,2,1,80000.0,1,0,1,2,41,7.28,0,1,6,0,10353,29.6,12,1,19059.66,19059.66,1306.09,1306.09,940.34,365.75,659.43,0,0,142,10353,35000,B
30000,30000,30000,60,19.99,794.65,15,8,2,165000.0,1,0,11,0,18,4.13,0,0,6,0,1483,20.3,19,1,28155.25,28155.25,4701.27,4701.27,1844.75,2856.52,794.65,0,0,828,19749,7300,E
20550,20550,20550,60,17.86,520.28,18,3,0,90000.0,2,0,2,3,39,31.91,0,0,17,0,30866,90.8,45,1,18742.51,18742.51,4121.46,4121.46,1807.49,2313.97,520.28,0,0,0,333165,34000,D
12000,12000,12000,36,7.89,375.43,7,2,2,72000.0,0,5,1,2,9,19.6,0,0,18,0,15146,65.3,25,0,10191.32,10191.32,2242.06,2242.06,1808.68,433.38,375.43,0,0,0,77154,23200,A
20000,20000,20000,36,6.89,616.54,18,10,0,80000.0,0,0,2,3,10,25.56,1,0,12,0,7306,18.2,38,1,17462.49,17462.49,3075.04,3075.04,2537.51,537.53,616.54,0,0,0,197253,40100,A
35000,35000,35000,60,10.99,760.82,15,2,0,90000.0,2,0,2,3,41,21.19,0,0,12,0,35140,79.1,22,1,32757.92,32757.92,3761.36,3761.36,2242.08,1519.28,760.82,0,0,0,191273,44400,B
22500,22500,22500,60,18.25,574.42,18,10,0,45000.0,1,0,9,11,25,23.36,0,0,8,0,16592,77.5,15,0,20798.29,20798.29,3998.13,3998.13,1701.71,2296.42,574.42,0,0,0,23959,21400,E
12000,12000,12000,60,15.41,288.07,2,10,0,35000.0,1,0,2,3,45,22.39,0,0,5,0,32801,83.9,7,1,11866.03,11866.03,277.8,277.8,133.97,143.83,288.07,0,0,0,100821,39100,D
35000,35000,35000,36,16.99,1247.68,15,10,1,79500.0,2,0,2,3,45,19.68,0,0,6,0,47789,89.3,23,0,28676.13,28676.13,9948.4,9948.4,6323.87,3624.53,1247.68,0,0,0,59594,53500,D
6000,6000,6000,36,9.99,193.58,14,10,1,95000.0,2,0,2,3,33,24.44,0,2,25,0,3884,10.9,41,1,4816.92,4816.92,1545.31,1545.31,1183.08,362.23,193.58,0,0,319,37103,35500,B
25600,25600,25600,60,7.89,517.73,8,2,0,185000.0,1,0,2,3,29,17.59,0,0,11,0,21040,80.6,32,0,23468.78,23468.78,3095.16,3095.16,2131.22,963.94,517.73,0,0,0,549422,26100,A
4000,4000,4000,36,11.49,131.89,18,2,1,78300.0,1,0,9,11,32,16.55,0,0,16,0,10937,36.1,22,1,3745.39,3745.39,324.89,324.89,254.61,70.28,165.0,0,0,0,468585,30300,B
28000,28000,28000,60,8.18,570.16,4,4,2,97000.0,0,0,1,2,4,13.34,0,0,6,0,26938,81.1,9,1,26854.35,26854.35,1685.03,1685.03,1145.65,539.38,570.16,0,0,0,39758,33200,B
35000,35000,35000,60,20.99,946.68,1,3,0,130000.0,2,0,4,6,12,12.73,0,4,11,0,17411,69.9,34,1,32903.34,32903.34,5639.27,5639.27,2096.66,3542.61,946.68,0,0,975,296307,24900,E
35000,35000,34975,60,20.99,946.68,4,10,0,99000.0,1,0,0,1,25,0.53,0,1,5,0,2055,24.5,14,1,33978.93,33954.66,2799.23,2797.23,1021.07,1778.16,946.68,0,0,0,15582,8400,E
12000,12000,12000,36,7.49,373.22,11,10,0,90000.0,1,0,2,3,41,23.51,0,0,13,1,4110,21.4,21,0,8294.67,8294.67,4473.65,4473.65,3705.33,768.32,373.22,0,0,530,68475,19200,A
35000,35000,35000,60,12.29,783.7,8,10,0,82000.0,2,0,1,2,46,27.12,0,0,7,0,37573,99.4,26,0,32382.32,32382.32,4678.3,4678.3,2617.68,2060.62,783.7,0,0,0,357214,37800,C
10000,10000,10000,36,13.67,340.18,18,5,0,42000.0,0,0,1,2,38,15.63,2,0,13,0,7767,27.8,19,1,9544.9,9544.9,665.17,665.17,455.1,210.07,340.18,0,1,531,181547,27900,C
3000,3000,3000,36,7.26,92.99,12,10,0,78000.0,0,0,9,11,13,15.12,0,2,17,0,5175,21.4,27,1,2774.12,2774.12,277.76,277.76,225.88,51.88,92.99,0,0,0,149168,24200,A
28000,28000,28000,60,13.18,639.67,19,10,2,84000.0,1,0,2,3,4,13.14,1,0,7,0,20234,98.2,24,1,27667.87,27667.87,752.43,752.43,332.13,420.3,772.93,0,0,0,32637,20600,C
10000,10000,10000,36,8.67,316.47,8,8,2,40000.0,1,0,2,3,30,25.89,0,0,8,0,7870,48.3,12,0,6950.05,6950.05,3785.6,3785.6,3049.95,735.65,316.47,0,0,1031,25834,16300,B
15000,15000,15000,36,14.65,517.42,11,4,0,110000.0,1,0,2,3,9,6.92,0,2,12,2,16822,59.0,49,0,11469.99,11469.99,5161.99,5161.99,3530.01,1631.98,517.42,0,0,0,59271,28500,C
22000,22000,22000,60,19.99,582.75,12,10,1,144000.0,0,0,0,1,4,17.58,1,2,10,1,10742,54.0,22,1,20882.04,20882.04,2889.32,2889.32,1117.96,1771.36,582.75,0,0,0,614452,19900,E
24725,24725,24725,60,7.89,500.04,19,10,0,102000.0,2,0,2,3,4,24.62,0,0,10,0,28279,52.1,23,1,20888.32,20888.32,5489.6,5489.6,3836.68,1652.92,500.04,0,0,0,70925,54300,A
35000,35000,35000,60,12.29,783.7,20,10,0,115000.0,1,0,2,3,43,19.55,0,1,14,0,35234,38.6,26,0,32829.79,32829.79,3894.6,3894.6,2170.21,1724.39,783.7,0,0,0,202188,113100,C
3500,3500,3500,36,16.99,124.77,14,10,0,78000.0,1,0,4,6,20,1.69,0,0,5,0,3713,53.0,7,0,3192.69,3192.69,495.78,495.78,307.31,188.47,124.77,0,0,0,3713,7000,D
18900,18900,18900,60,20.99,511.21,4,10,0,145000.0,1,0,2,3,9,18.57,0,1,11,0,15832,95.4,15,0,16730.0,16730.0,5579.23,5579.23,2170.0,3409.23,511.21,0,0,0,228927,16600,E
25000,25000,25000,60,17.57,629.01,19,10,1,80779.0,1,0,1,2,18,17.25,0,1,26,0,24741,64.6,58,1,24199.49,24199.49,1838.22,1838.22,800.51,1037.71,629.01,0,0,0,528495,38300,D
10000,10000,10000,36,16.99,356.48,18,10,2,25000.0,0,0,2,3,45,16.71,0,0,6,1,9049,66.1,9,1,7461.48,7461.48,3911.84,3911.84,2538.52,1373.32,356.48,0,0,0,9049,13700,D
10000,10000,10000,60,13.66,230.93,1,4,0,45000.0,1,0,2,3,9,18.99,0,1,19,0,5266,34.9,37,1,8636.06,8636.06,2532.64,2532.64,1363.94,1168.7,230.93,0,0,0,63521,15100,C
3450,3450,3450,36,15.61,120.63,6,10,0,85000.0,2,0,2,3,41,22.17,0,1,12,0,2594,39.0,18,1,2731.67,2731.67,1082.68,1082.68,718.33,364.35,120.63,0,0,2036,226650,6700,D
8000,8000,8000,36,11.53,263.93,1,10,0,47000.0,2,0,2,3,2,28.29,0,2,24,1,6337,27.6,52,1,7624.08,7624.08,522.74,522.74,375.92,146.82,263.93,0,0,0,117393,23000,B
22000,22000,21875,36,15.61,769.23,14,9,0,90000.0,0,0,2,3,10,14.24,0,0,14,0,15680,53.0,32,0,19521.11,19410.19,3807.99,3786.35,2478.89,1329.1,769.23,0,0,0,208910,29600,D
7000,7000,7000,36,7.89,219.0,16,3,2,77500.0,0,0,2,3,32,22.05,0,0,10,0,8651,90.1,20,1,5033.47,5033.47,2405.93,2405.93,1966.53,439.4,219.0,0,0,0,35789,9600,A
26750,26750,26750,60,10.99,581.48,19,10,0,53500.0,1,0,2,3,41,21.51,0,0,11,0,4859,14.6,24,1,23242.93,23242.93,5798.47,5798.47,3507.07,2291.4,581.48,0,0,0,105370,33200,B
35000,35000,35000,36,17.86,1262.88,21,10,0,90000.0,2,0,2,3,29,17.52,3,1,17,0,10578,37.0,38,1,28745.72,28745.72,10068.31,10068.31,6254.28,3814.03,1262.88,0,0,401,283662,28428,D
27600,27600,27475,36,9.99,890.45,8,10,1,65000.0,1,0,1,2,32,29.51,2,1,28,0,33614,63.3,54,0,24241.14,24131.35,4421.61,4401.58,3358.86,1062.75,890.45,0,0,0,51916,51400,B
24000,24000,23750,60,12.29,537.4,23,8,0,130000.0,0,0,2,3,43,9.89,0,1,19,1,12182,40.7,35,0,23116.21,22875.42,1595.81,1579.19,883.79,712.02,537.4,0,0,0,272910,29900,C
35000,35000,35000,36,12.29,1167.36,24,9,0,137000.0,1,0,2,3,2,32.15,0,1,26,0,50998,54.3,44,1,31714.36,31714.36,4749.76,4749.76,3285.64,1464.12,1167.36,0,0,0,267081,93900,C
2500,2500,2500,36,14.31,85.83,7,5,2,45000.0,0,5,2,3,25,29.95,0,0,9,0,12032,66.1,15,0,1908.79,1908.79,854.32,854.32,591.21,263.11,85.83,0,0,0,28452,18200,C
5000,5000,5000,36,10.64,162.85,8,1,2,41000.0,1,0,2,3,4,1.49,0,2,5,0,4226,47.5,10,1,4881.48,4881.48,159.89,159.89,118.52,41.37,162.85,0,0,0,4226,8900,B
12000,12000,12000,36,17.86,432.99,22,2,0,62000.0,2,0,2,3,33,16.45,1,0,10,1,3617,57.4,15,0,10137.76,10137.76,3007.12,3007.12,1862.24,1144.88,432.99,0,0,4202,22820,6300,D
14950,14950,14950,60,18.25,381.67,7,7,2,42700.0,1,0,2,3,25,24.87,0,0,6,0,2951,35.1,28,0,13296.94,13296.94,3786.38,3786.38,1653.06,2133.32,381.67,0,0,0,28402,8400,E
1500,1500,1500,36,12.29,50.03,21,10,0,85000.0,0,0,2,3,45,19.57,0,1,14,1,7610,66.2,31,1,1174.9,1174.9,448.22,448.22,325.1,123.12,50.03,0,0,0,359331,11500,C
12000,12000,12000,60,14.65,283.28,5,1,0,62000.0,1,0,2,3,20,28.96,1,1,11,0,4033,29.4,30,1,11442.78,11442.78,1108.7,1108.7,557.22,551.48,283.28,0,0,0,173673,13700,C
30000,30000,30000,36,12.59,1004.91,6,4,0,160000.0,1,0,2,3,34,13.57,0,0,18,0,17619,47.2,30,1,29309.85,29309.85,868.51,868.51,690.15,178.36,920.97,0,0,0,273976,37300,C
10800,10800,10800,60,19.24,281.59,8,3,2,54000.0,1,0,2,3,33,18.42,0,1,11,0,23594,71.3,12,1,9377.74,9377.74,3367.54,3367.54,1422.26,1945.28,281.59,0,0,0,32210,33100,E
12000,12000,12000,60,19.99,317.86,5,2,2,35000.0,1,5,2,3,32,26.71,0,2,12,0,6820,33.1,14,1,11516.24,11516.24,1258.11,1258.11,483.76,774.35,317.86,0,0,0,33381,20600,E
16150,16150,16100,60,17.57,406.34,4,3,1,34500.0,1,0,2,3,1,18.68,0,0,9,0,12847,94.5,20,0,14334.82,14290.44,4047.64,4035.11,1815.18,2232.46,406.34,0,0,75,30830,13600,D
35000,35000,35000,60,20.99,946.68,8,10,1,110000.0,1,0,2,3,20,24.92,0,1,11,0,72221,64.4,27,1,33268.1,33268.1,4692.59,4692.59,1731.9,2960.69,946.68,0,0,0,436396,92000,E
6000,6000,6000,36,14.65,206.97,19,5,2,25000.0,0,0,1,2,35,15.17,0,0,10,0,11099,92.5,17,1,5172.79,5172.79,1236.94,1236.94,827.21,409.73,206.97,0,0,0,33848,12000,C
35000,35000,35000,60,20.49,936.86,3,4,0,220000.0,2,0,2,3,5,30.58,0,0,23,0,81657,81.3,50,0,30932.94,30932.94,10225.78,10225.78,4067.06,6158.72,936.86,0,0,0,933823,100500,E
16000,16000,16000,36,7.26,495.94,11,7,2,52000.0,0,0,2,3,4,21.19,0,0,8,0,11108,46.7,11,1,13980.01,13980.01,2473.25,2473.25,2019.99,453.26,495.94,0,0,0,24061,23800,A
15600,15600,15600,60,13.99,362.91,19,10,2,48000.0,1,0,2,3,9,29.28,0,0,8,0,13094,71.9,10,1,13892.55,13892.55,3254.07,3254.07,1707.45,1546.62,362.91,0,0,0,32483,18200,C
28000,28000,28000,36,15.61,979.02,25,10,0,83000.0,2,0,2,3,6,17.41,3,1,24,0,10808,33.2,52,1,22851.91,22851.91,7664.18,7664.18,5148.09,2516.09,979.02,0,0,0,345139,32600,D
8000,8000,8000,36,5.32,240.92,14,0,2,45000.0,0,0,2,3,37,12.67,0,0,10,0,13615,68.4,28,1,6542.56,6542.56,1681.71,1681.71,1457.44,224.27,240.92,0,0,0,50602,19900,A
