marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,aleatoria_1,aleatoria_2,aleatoria_3,valor
8,2015,6,11,16,0,0,3,570,0,0,0,0,2000,119,47,1325,27153
6,2019,10,15,16,0,0,1,372,2,3,0,2000,0,184,38,1296,12184
0,2020,4,5,32,1,6,4,128,1,0,0,0,500,195,23,1050,16922
7,2015,10,16,2,0,0,1,39,2,1,0,0,1000,155,30,1467,4815
1,2015,12,22,8,0,0,3,582,3,2,0,0,2000,195,40,2474,27840
9,2017,8,11,8,0,0,2,458,3,0,0,0,500,101,16,1500,16199
7,2014,8,15,16,0,0,3,138,2,1,0,1000,0,165,24,1874,5875
8,2018,6,8,32,1,6,4,34,3,0,0,0,250,131,18,1523,18062
8,2019,4,6,16,0,0,2,534,3,0,0,0,1000,121,38,1096,15563
10,2019,10,12,8,0,0,2,556,0,2,0,0,250,189,33,1944,25954
4,2021,4,5,12,1,2,4,154,1,2,0,0,2000,140,24,2644,10025
6,2020,4,8,32,1,6,4,161,3,0,0,0,500,109,30,1768,24360
6,2023,8,11,16,1,4,4,157,1,1,0,0,250,138,33,1658,11455
3,2014,10,18,2,0,0,4,211,2,3,0,1000,0,144,16,2729,6742
10,2011,12,12,8,0,0,2,509,3,2,0,250,250,104,33,1441,15768
2,2020,10,13,12,0,0,4,128,2,1,0,250,0,111,32,1342,5638
7,2023,8,15,2,0,0,4,143,2,3,0,250,2000,131,34,2260,6220
9,2021,4,5,16,0,0,1,556,2,3,0,250,0,139,17,1583,12958
8,2023,4,7,32,1,8,4,118,1,0,0,0,1000,117,43,2249,16346
0,2010,2,3,8,0,0,3,584,1,2,0,2000,1000,173,44,1125,16678
4,2016,6,7,8,0,0,3,562,1,1,0,0,1000,163,31,2283,18159
6,2011,6,9,6,0,0,2,523,1,0,1,500,250,186,43,1903,14564
0,2014,6,8,8,0,0,3,590,1,3,0,500,1000,100,37,1538,19853
1,2017,4,5,16,0,0,2,405,1,0,0,0,2000,152,10,2561,19859
10,2014,4,7,8,0,0,3,587,0,2,0,0,1000,141,46,1352,17598
5,2010,12,22,16,0,0,2,429,0,2,0,250,250,181,39,1810,20871
6,2013,4,5,8,0,0,2,453,1,2,0,500,250,193,34,2639,13472
9,2016,10,19,8,0,0,2,520,1,0,0,0,250,182,11,1876,18475
2,2014,6,9,2,0,0,2,541,1,2,0,500,1000,137,37,1039,20512
10,2018,8,10,16,0,0,3,462,1,2,0,0,250,116,37,2713,23497
10,2015,10,16,16,0,0,3,492,3,2,0,0,250,161,32,1450,16438
10,2023,10,16,16,0,0,3,505,3,2,0,0,250,127,47,1712,23890
3,2023,8,16,16,1,6,4,197,0,2,0,0,500,121,33,1201,22927
5,2011,4,8,8,0,0,2,461,1,2,0,250,250,145,44,1540,14197
6,2011,6,9,6,0,0,2,73,2,3,0,500,0,137,17,2364,3984
10,2020,12,18,16,0,0,3,512,3,2,0,0,1000,131,45,2270,21444
10,2012,8,10,16,0,0,2,501,3,2,0,0,250,154,27,2140,20744
7,2021,10,17,12,0,0,4,149,2,3,0,500,0,188,29,1381,6403
7,2011,4,5,6,0,0,4,46,2,3,0,0,250,108,13,2961,3572
2,2016,10,19,16,0,0,3,438,3,1,1,0,2000,199,17,1241,24050
7,2012,2,3,8,0,0,2,146,2,1,0,250,0,149,35,2809,5612
8,2023,12,21,8,0,0,2,465,1,2,0,0,2000,136,48,2360,25755
4,2019,6,9,12,1,6,4,86,3,4,0,0,250,164,29,1246,9557
9,2012,2,2,12,1,4,3,35,1,3,0,2000,125,192,27,2684,6615
0,2020,6,9,12,1,6,4,128,1,1,0,0,250,178,42,1962,10149
2,2022,8,11,6,0,0,2,382,2,2,0,0,250,143,27,2853,11486
10,2019,10,13,8,0,0,3,528,1,2,0,0,500,159,43,2434,22910
0,2017,8,15,2,0,0,2,179,1,0,1,0,1000,128,28,1095,9405
3,2012,6,9,16,0,0,2,93,1,0,1,500,250,184,42,1105,8766
0,2013,6,9,8,0,0,3,140,2,1,0,500,0,162,30,1220,6678
2,2017,4,8,12,0,0,2,564,1,4,0,0,250,175,16,2198,17909
9,2019,6,9,12,0,0,4,35,2,1,0,0,500,125,23,1476,4134
4,2021,6,9,12,1,4,4,154,1,3,0,0,2000,144,42,2561,9403
1,2023,12,17,16,0,0,2,597,1,2,0,0,500,194,13,1904,25091
10,2021,12,13,8,0,0,3,453,1,0,0,0,2000,134,11,2626,24613
5,2014,10,18,16,0,0,3,558,0,0,0,1000,250,177,49,2402,26084
9,2012,4,4,2,0,0,2,521,1,3,0,250,1000,106,40,1395,16404
3,2023,12,17,32,0,0,3,501,1,1,0,0,2000,166,39,1527,16350
4,2019,8,12,8,1,4,4,115,1,2,0,0,250,152,19,1814,8158
3,2018,4,4,12,1,4,3,55,1,4,0,0,250,140,30,2079,9352
9,2021,12,16,16,1,6,4,146,3,0,0,0,2000,103,32,2857,14031
0,2018,8,8,16,1,6,3,161,0,2,0,0,250,101,46,1562,17218
9,2020,4,7,12,0,0,1,372,2,4,0,1000,0,134,17,1486,10401
1,2018,12,12,8,0,0,3,575,3,2,0,0,250,132,19,2306,19207
9,2021,8,11,16,0,0,2,507,1,1,1,0,250,149,34,2480,20063
5,2012,10,10,16,0,0,3,598,1,2,0,250,250,112,42,2645,25579
3,2011,2,3,16,0,0,2,190,2,3,0,250,0,106,26,1065,5193
1,2011,8,16,16,0,0,3,530,0,0,0,250,250,138,33,2001,19907
2,2022,8,16,8,0,0,3,479,1,0,0,0,250,190,39,2597,20570
9,2010,10,14,12,1,4,3,141,0,2,0,500,250,148,10,1070,11819
4,2010,6,8,8,0,0,3,548,1,4,0,500,250,102,26,1903,14875
10,2022,8,9,16,0,0,2,574,1,0,0,0,1000,116,37,2701,19798
3,2012,4,4,8,0,0,4,211,2,2,0,0,500,124,22,1517,9586
8,2013,6,6,8,0,0,2,479,1,2,0,1000,250,193,19,1631,23333
5,2022,6,12,8,0,0,3,489,3,0,0,0,1000,113,10,2022,18090
2,2013,6,10,12,0,0,3,508,1,0,1,250,250,192,29,1570,18278
9,2010,4,4,16,1,4,3,118,1,3,0,2000,500,104,16,2810,8873
3,2012,4,6,4,0,0,3,266,2,3,0,1000,0,170,41,2614,6388
6,2011,6,12,8,0,0,3,558,0,0,0,250,250,182,30,2975,17636
1,2021,10,17,16,0,0,2,530,1,2,0,0,1000,132,35,1236,23818
4,2010,8,15,12,1,6,4,169,1,2,0,250,125,184,16,2179,11473
10,2015,4,5,8,0,0,2,420,1,2,0,0,250,150,47,2161,17432
5,2021,12,19,16,0,0,3,403,1,2,0,0,500,184,49,1172,14731
0,2019,10,12,16,1,6,4,172,1,0,0,0,1000,116,36,1862,22841
1,2019,8,15,8,0,0,2,600,1,0,0,0,250,186,43,1704,20547
0,2019,4,8,12,1,2,4,94,1,3,0,0,250,160,21,1177,7093
2,2015,8,10,32,0,0,3,570,1,1,0,0,500,190,21,1415,18752
0,2013,8,9,16,1,6,1,74,1,0,0,0,1000,130,24,1956,16672
2,2021,4,6,2,0,0,4,43,2,1,0,1000,0,114,29,1143,5091
0,2013,4,5,6,0,0,2,396,1,0,1,500,250,139,19,2925,16127
0,2019,12,21,4,0,0,2,509,1,1,1,0,250,164,35,1449,14549
9,2020,6,8,2,0,0,2,529,2,1,0,500,0,119,26,1829,12286
6,2022,6,11,16,0,0,3,547,0,2,0,0,250,133,19,1745,16700
7,2013,4,8,8,0,0,2,208,2,1,0,0,1000,164,20,1321,6874
10,2016,12,12,8,0,0,2,482,0,2,0,0,250,131,26,1962,25087
5,2022,10,13,8,0,0,3,579,3,2,0,0,250,121,20,2682,24623
9,2022,4,6,12,1,6,4,41,1,2,0,0,250,161,24,1771,9524
7,2010,6,8,16,0,0,4,131,2,3,0,500,0,192,13,2400,5337
0,2023,12,19,6,0,0,3,135,1,0,1,0,2000,144,34,2578,14130
10,2010,12,22,16,0,0,3,597,1,2,0,0,500,110,45,1145,24270
2,2019,10,16,6,0,0,3,268,1,0,1,0,250,132,40,1977,14817
9,2011,8,12,8,0,0,2,454,1,1,1,250,250,137,38,2646,23407
9,2022,4,7,12,0,0,3,244,2,2,0,0,250,164,40,1173,10142
8,2012,12,15,8,0,0,3,576,1,2,0,250,250,162,18,2900,23196
5,2016,4,8,8,0,0,3,584,3,0,0,0,2000,137,10,1757,20289
8,2022,10,20,8,0,0,3,487,0,0,0,0,250,172,12,1813,15940
5,2016,10,14,8,0,0,2,446,1,2,0,0,500,112,13,2748,14469
5,2011,8,11,8,0,0,2,440,0,0,0,250,250,147,28,2940,17224
8,2013,10,12,32,1,6,1,70,3,0,0,2000,125,123,31,2638,23732
4,2014,4,4,8,1,2,3,56,1,2,0,1000,500,135,17,2181,6776
6,2020,6,10,12,0,0,3,525,1,0,1,0,250,119,34,1703,14217
1,2015,8,15,8,0,0,2,584,1,0,0,0,2000,142,13,2576,23291
7,2015,8,9,4,0,0,3,153,2,1,0,1000,0,156,23,1400,6418
7,2015,4,6,12,0,0,2,276,2,1,0,0,250,164,14,2156,8073
4,2017,4,7,12,1,4,1,31,1,2,0,0,2000,159,38,2028,7266
5,2014,6,10,8,0,0,3,464,0,0,0,2000,250,198,30,2908,19871
8,2017,12,21,8,0,0,2,482,3,2,0,0,500,142,24,2736,21684
3,2022,8,10,64,0,0,3,583,1,2,0,0,500,183,32,1074,19582
1,2016,6,12,16,0,0,2,540,3,2,0,0,1000,164,26,2967,18026
0,2020,4,5,12,0,0,2,52,2,1,0,500,0,145,12,2919,4536
10,2018,6,11,16,0,0,3,508,1,0,0,0,250,161,42,2383,15849
2,2018,6,7,64,0,0,3,595,1,2,0,0,1000,169,36,1461,20044
7,2013,4,8,2,0,0,1,161,2,3,0,0,250,125,25,1631,5118
7,2013,2,3,4,0,0,2,72,2,1,0,1000,0,128,15,2573,4281
6,2015,4,5,12,1,6,1,176,1,2,0,0,1000,140,19,1773,10917
3,2018,8,15,2,0,0,2,592,1,2,0,0,500,114,38,2721,18764
0,2020,12,12,4,0,0,3,331,1,1,1,0,1000,118,26,2805,11956
5,2013,10,14,16,0,0,3,590,0,0,0,0,2000,172,48,2991,20923
10,2023,6,8,16,0,0,2,513,0,2,0,0,250,158,23,2757,16605
10,2016,8,12,16,0,0,2,591,1,0,0,0,2000,180,21,2978,24597
9,2023,12,18,8,0,0,2,401,1,0,0,0,2000,195,47,1448,18343
10,2023,8,15,8,0,0,3,434,1,0,0,0,500,127,38,2368,23725
1,2023,12,23,8,0,0,2,422,3,2,0,0,1000,114,23,1524,18269
7,2019,12,17,6,0,0,4,151,2,3,0,0,250,157,17,2690,6117
10,2023,12,19,8,0,0,3,538,3,2,0,0,250,152,49,1920,21566
2,2010,4,8,6,0,0,2,594,1,2,0,250,1000,141,49,1695,16709
7,2019,10,15,64,0,0,2,265,2,3,0,0,1000,127,26,1067,8749
9,2022,8,8,12,0,0,1,468,2,3,0,1000,2000,172,48,1698,11095
4,2014,4,4,16,1,6,2,171,1,4,0,2000,500,190,32,1238,10314
10,2017,6,10,16,0,0,3,514,3,2,0,0,2000,118,16,1762,19188
8,2017,10,17,32,1,6,3,91,3,2,0,0,500,170,21,1094,23962
7,2011,2,3,12,0,0,1,116,2,3,0,500,0,188,25,2712,4349
3,2014,10,19,32,1,6,2,116,1,2,0,2000,125,193,22,2553,15310
10,2017,4,8,16,0,0,3,541,0,2,0,0,250,176,28,1976,21382
8,2010,8,9,16,1,6,4,77,1,0,0,1000,250,101,12,2226,12801
8,2010,10,18,16,0,0,3,422,3,2,0,0,2000,117,17,2867,15264
1,2011,8,9,16,0,0,2,532,3,0,0,500,250,139,49,1002,20396
10,2021,12,22,8,0,0,2,575,0,0,0,0,250,152,21,2230,17182
0,2010,6,8,12,1,4,4,139,1,3,0,250,250,107,40,1568,7648
8,2023,10,10,32,1,8,4,134,1,0,0,0,250,183,44,2925,18254
10,2014,8,14,8,0,0,3,443,0,2,0,0,500,108,29,2348,22900
7,2014,6,10,2,0,0,1,106,2,3,0,2000,0,176,37,1798,4397
4,2016,10,18,32,0,0,2,520,1,1,0,0,500,120,11,2799,15825
10,2020,10,14,8,0,0,3,468,1,2,0,0,250,191,36,2545,15905
7,2019,10,17,64,0,0,4,252,2,1,0,500,0,143,12,1002,9533
8,2018,6,9,8,0,0,2,593,3,0,0,0,1000,159,30,2035,17412
3,2014,4,6,16,1,6,1,95,1,4,0,1000,125,170,16,1859,10568
10,2019,6,10,8,0,0,3,584,1,2,0,0,500,130,42,2483,22276
8,2011,8,14,16,1,6,1,117,1,2,0,1000,125,186,42,1617,16126
2,2022,10,12,16,0,0,3,541,1,2,0,0,250,112,45,2373,16002
1,2015,6,7,16,0,0,3,436,0,2,0,0,250,144,26,1786,16425
1,2022,4,4,8,0,0,2,539,1,2,0,0,250,199,15,1916,16261
10,2022,12,22,8,0,0,3,582,0,2,0,0,500,101,30,2232,21396
6,2016,8,10,12,1,6,1,183,0,1,0,0,2000,133,47,1013,12940
7,2013,2,2,16,0,0,1,203,2,1,0,0,2000,168,43,2126,6267
4,2012,2,3,12,1,4,1,106,1,1,0,250,2000,165,21,2778,8622
10,2014,10,20,16,0,0,2,408,3,2,0,0,2000,161,21,1330,21889
4,2017,4,7,4,0,0,2,515,1,3,0,0,1000,146,27,1540,18376
4,2014,4,8,16,1,4,2,129,0,1,0,250,125,197,15,2905,11450
1,2010,10,20,16,0,0,2,401,3,2,0,2000,250,101,22,1262,22322
4,2019,12,13,12,1,6,4,40,1,2,0,0,1000,183,40,1048,10310
7,2017,10,13,32,0,0,4,52,2,1,0,1000,0,171,34,2728,4587
7,2021,12,24,32,0,0,3,222,2,3,0,500,0,186,33,1488,8117
10,2019,10,13,16,0,0,3,571,3,2,0,0,500,136,20,2286,18206
2,2023,4,5,16,0,0,1,572,2,1,0,0,250,179,42,1397,13583
7,2021,8,14,64,0,0,2,248,2,3,0,500,0,185,30,1783,7938
4,2019,8,15,16,1,4,4,104,3,1,0,0,250,162,48,2634,10440
5,2010,12,17,16,0,0,2,493,1,2,0,0,500,155,33,2679,24104
7,2018,8,11,12,0,0,1,96,2,3,0,500,0,145,29,2876,5050
5,2022,8,14,8,0,0,3,446,3,2,0,0,250,162,18,1908,21877
5,2016,6,9,16,0,0,2,576,0,0,0,0,1000,107,40,1337,21467
7,2011,2,2,4,0,0,4,110,2,1,0,1000,0,154,37,2436,3856
7,2013,2,2,8,0,0,3,113,2,1,0,500,0,142,47,1468,4528
10,2018,8,9,8,0,0,3,600,1,0,0,0,1000,189,14,1840,18167
9,2021,6,7,32,1,6,4,104,1,2,0,0,500,122,46,2401,16046
10,2012,6,11,16,0,0,3,517,3,2,0,0,500,115,43,2404,21233
0,2022,4,8,8,1,4,4,154,1,4,0,0,250,184,19,1990,8627
10,2018,8,14,16,0,0,3,569,0,2,0,0,2000,151,41,1060,27691
0,2014,10,14,16,1,6,1,86,3,2,0,1000,2000,192,46,1932,11445
4,2010,6,11,8,1,2,4,167,1,2,0,2000,500,153,26,2388,9116
4,2018,6,7,12,1,4,3,144,1,1,0,0,500,183,45,1784,8585
9,2016,10,17,6,0,0,2,194,2,1,0,1000,0,175,45,2310,6763
6,2013,12,18,32,1,6,4,77,3,2,0,250,2000,136,22,2022,21426
8,2021,6,11,8,0,0,2,480,1,2,0,0,250,189,29,2594,17004
7,2010,2,4,16,0,0,1,272,2,1,0,1000,0,166,47,2623,7325
8,2020,6,6,32,1,6,4,44,1,2,0,0,2000,117,28,2902,20722
5,2022,10,15,16,0,0,3,495,3,0,0,0,250,158,31,2454,22856
6,2015,12,24,16,1,6,4,126,0,2,0,0,250,100,25,2797,19367
2,2010,6,9,12,0,0,1,477,2,3,0,1000,0,118,15,1799,10177
5,2013,4,8,8,0,0,2,557,3,2,0,250,250,112,20,2310,21709
9,2023,6,8,8,0,0,3,503,1,1,0,0,2000,132,19,2425,20249
5,2010,10,15,8,0,0,3,473,1,2,0,0,2000,193,40,2786,24300
7,2014,8,11,6,0,0,1,194,2,3,0,250,0,121,27,1885,6583
7,2019,12,23,12,0,0,1,52,2,3,0,500,0,126,41,2263,4456
5,2023,10,19,16,0,0,3,419,3,0,0,0,250,149,33,2032,23043
7,2014,8,11,6,0,0,4,293,2,3,0,2000,0,176,25,2538,7442
0,2012,6,8,32,1,6,3,177,1,2,0,1000,2000,171,38,1637,23917
5,2018,4,4,8,0,0,2,590,1,0,0,0,500,152,48,1996,15774
7,2021,6,9,32,0,0,3,206,2,1,0,1000,0,159,34,1582,7726
8,2019,8,16,16,1,6,4,184,0,0,0,0,250,149,49,2433,19623
4,2019,6,8,6,0,0,3,517,1,2,0,0,1000,165,34,1908,17919
6,2021,10,15,12,0,0,2,263,2,2,0,1000,0,182,49,2697,10026
10,2023,10,11,16,0,0,2,497,0,2,0,0,2000,123,28,1298,22368
2,2011,6,11,8,0,0,4,106,2,4,0,500,0,168,19,1732,7652
10,2011,12,15,8,0,0,3,554,3,2,0,250,250,107,10,2696,18633
4,2011,6,10,8,0,0,3,544,1,4,0,500,250,119,36,1324,17003
2,2021,6,8,12,0,0,2,500,1,2,0,0,500,198,31,2699,19918
3,2015,10,16,16,0,0,3,466,3,1,1,0,500,165,37,2614,22625
8,2019,4,6,8,0,0,3,446,0,0,0,0,250,169,44,2656,19071
5,2023,6,8,8,0,0,3,558,3,2,0,0,2000,158,12,2225,22945
4,2012,6,8,12,1,6,1,96,1,2,0,2000,250,179,47,2859,10258
8,2013,12,19,16,0,0,2,530,0,0,0,500,250,146,35,1998,21811
10,2011,4,8,8,0,0,3,407,3,2,0,0,500,135,14,2892,18963
5,2015,8,10,8,0,0,2,587,0,0,0,0,250,101,19,1382,26034
10,2023,12,18,16,0,0,2,527,3,0,0,0,250,163,16,2070,16277
1,2011,4,4,8,0,0,2,442,3,2,0,2000,250,177,39,1956,21427
2,2015,4,5,12,0,0,2,122,1,1,1,0,250,137,34,2252,10230
6,2010,2,3,8,0,0,2,400,1,0,1,1000,250,125,43,2836,13137
3,2014,4,6,6,0,0,2,453,2,1,0,250,0,119,30,1357,9674
2,2023,4,5,64,0,0,3,563,1,1,1,0,250,192,38,2631,17234
10,2023,12,12,8,0,0,3,529,1,0,0,0,250,103,26,2751,24503
5,2010,4,4,16,0,0,3,529,1,2,0,2000,250,183,45,1339,19045
6,2010,8,13,32,1,6,4,67,0,2,0,1000,2000,187,49,1943,15696
8,2014,6,10,16,0,0,2,509,3,0,0,250,250,164,30,1040,15327
10,2021,4,4,16,0,0,3,578,3,0,0,0,250,188,43,1933,22806
5,2012,4,8,16,0,0,2,458,1,0,0,500,250,113,25,1359,23141
10,2020,4,5,8,0,0,3,565,3,0,0,0,250,134,18,2347,22171
4,2011,6,11,12,1,2,3,36,1,3,0,500,1000,184,12,2226,6340
1,2014,4,7,8,0,0,2,521,1,0,0,500,250,199,32,2290,18034
5,2014,10,17,8,0,0,2,595,3,2,0,2000,250,151,22,1783,21879
5,2021,8,15,8,0,0,3,442,3,0,0,0,500,122,47,2640,20379
9,2017,6,11,12,0,0,1,355,2,3,0,0,500,119,43,1064,9166
6,2021,10,10,4,0,0,3,557,1,2,0,0,2000,189,39,2504,19438
9,2019,10,10,32,0,0,3,534,1,4,0,0,500,126,48,1710,17586
1,2013,8,10,8,0,0,2,465,0,2,0,1000,250,140,35,2474,18363
1,2015,12,14,16,0,0,3,461,3,0,0,0,250,177,41,1838,16535
5,2017,10,19,8,0,0,2,423,1,0,0,0,250,135,29,1512,22687
10,2013,6,11,16,0,0,2,448,0,2,0,1000,250,103,47,2248,21697
2,2019,4,6,16,0,0,2,513,1,0,1,0,500,125,18,1454,17210
3,2019,4,7,12,1,6,4,147,0,3,0,0,2000,139,48,2027,12398
0,2023,10,13,12,1,2,4,161,1,2,0,0,1000,179,25,1593,8898
3,2018,6,10,8,1,2,2,69,1,1,0,0,250,183,47,1244,6265
6,2010,4,8,8,0,0,2,529,1,0,1,2000,250,187,13,1548,18136
3,2013,2,4,2,0,0,1,312,2,3,0,0,250,173,21,2421,7808
2,2022,10,11,6,0,0,3,520,1,2,0,0,2000,165,35,1243,18422
3,2014,6,7,12,0,0,2,283,1,0,1,500,250,172,19,2870,13797
4,2013,12,17,16,1,4,3,78,1,1,0,1000,1000,181,25,2816,9890
0,2016,6,8,6,0,0,2,585,1,1,0,0,500,193,10,2873,14992
2,2018,12,20,8,0,0,3,594,0,2,0,0,1000,102,21,1643,20719
5,2020,4,4,8,0,0,2,460,3,2,0,0,500,163,31,2985,15240
8,2018,6,9,16,0,0,3,570,0,2,0,0,500,128,38,2194,26204
5,2013,4,8,16,0,0,3,513,0,0,0,250,250,153,28,1025,21390
7,2019,4,8,16,0,0,3,271,2,3,0,1000,0,106,39,2235,7573
1,2012,4,6,16,0,0,2,460,3,2,0,2000,250,124,37,1654,20185
10,2022,12,22,8,0,0,3,407,0,0,0,0,1000,123,30,2925,16065
7,2013,4,5,8,0,0,2,31,2,1,0,0,1000,142,27,1164,4260
10,2014,4,5,8,0,0,3,469,0,2,0,500,250,105,33,2662,15439
3,2012,10,10,16,0,0,3,574,3,0,0,1000,250,114,35,2962,22963
6,2010,4,8,16,1,6,2,144,1,2,0,2000,250,178,45,2065,22519
1,2015,4,5,8,0,0,3,549,1,0,0,0,250,139,25,2804,23968
3,2013,2,4,16,0,0,4,457,2,1,0,250,0,190,41,1655,10133
4,2021,12,14,16,1,6,4,162,1,3,0,0,2000,160,11,1553,11801
1,2013,10,14,16,0,0,2,401,3,2,0,250,250,120,18,2061,21954
9,2019,8,15,8,1,4,4,82,1,1,0,0,2000,157,27,2857,8273
6,2012,4,5,6,0,0,3,358,1,0,1,500,250,195,28,2728,11756
0,2011,6,12,2,0,0,3,476,1,0,1,500,250,131,47,1644,16491
8,2021,4,5,32,1,6,4,67,3,2,0,0,2000,111,21,2565,15276
3,2020,6,11,8,0,0,2,314,1,1,1,0,2000,108,22,1606,12266
3,2010,4,7,8,1,4,4,92,1,1,0,0,250,119,44,2450,6331
6,2019,12,19,2,0,0,3,438,1,0,1,0,500,114,19,2055,16796
3,2014,6,10,16,0,0,2,593,1,3,0,0,500,176,31,2474,16348
1,2015,8,15,16,0,0,2,483,0,0,0,0,2000,107,19,2218,24478
8,2023,10,19,16,0,0,3,419,0,0,0,0,2000,120,44,1297,22122
8,2018,12,19,16,0,0,3,529,0,0,0,0,500,144,25,1381,22887
6,2015,6,6,12,0,0,2,158,1,1,1,0,500,188,45,1516,8220
7,2015,4,5,6,0,0,1,222,2,3,0,250,0,198,20,2506,5717
9,2017,8,14,8,0,0,4,203,2,3,0,500,0,139,26,1607,6668
7,2015,6,8,12,0,0,3,287,2,3,0,250,0,193,34,2722,7420
4,2023,4,4,12,1,2,4,100,1,1,0,0,250,194,10,2302,7234
6,2010,10,10,16,1,6,2,82,3,2,0,500,2000,105,21,1229,21608
5,2012,6,7,8,0,0,2,475,0,0,0,500,250,110,12,2535,24562
6,2018,8,10,8,1,2,2,113,1,2,0,0,250,163,18,2385,8575
6,2012,2,2,2,0,0,2,596,1,1,0,2000,500,141,28,1391,14937
10,2016,10,11,8,0,0,3,461,0,2,0,0,2000,158,28,2987,15947
0,2020,8,16,4,0,0,4,435,2,1,0,1000,0,107,29,2349,10127
4,2010,10,14,12,1,6,4,63,0,2,0,1000,2000,171,20,1730,11899
6,2016,10,15,16,0,0,3,439,0,0,0,0,250,154,33,2298,23412
4,2023,10,20,16,0,0,2,558,1,1,0,0,250,138,31,2129,16327
3,2018,10,10,64,0,0,4,519,2,3,0,0,250,150,10,2451,15020
2,2017,8,10,64,0,0,2,523,2,4,0,250,0,154,19,1747,13976
7,2019,10,12,64,0,0,4,200,2,3,0,250,0,175,20,1502,7304
6,2010,4,5,16,1,6,2,200,3,1,0,0,500,102,17,1860,12397
2,2015,10,20,16,0,0,3,501,1,4,0,0,500,142,26,2829,18818
6,2010,2,2,16,0,0,2,302,1,1,1,2000,250,144,15,1939,11017
4,2014,10,11,12,1,2,4,91,1,4,0,2000,1000,179,16,1389,8766
8,2023,4,4,32,1,6,4,51,1,2,0,0,2000,190,40,1258,15024
10,2022,10,19,16,0,0,2,501,3,0,0,0,2000,115,46,2519,18571
4,2017,10,16,4,0,0,3,541,1,4,0,0,1000,104,13,2615,21012
7,2017,8,16,2,0,0,2,255,2,1,0,1000,0,139,16,2789,8167
7,2018,4,8,16,0,0,3,170,2,3,0,500,0,175,25,1416,5801
6,2015,6,7,8,0,0,2,100,2,3,0,500,0,166,34,2791,7308
7,2018,6,6,16,0,0,2,113,2,3,0,500,0,198,45,1577,5641
9,2014,12,23,16,1,4,4,141,0,1,0,250,1000,144,44,2405,12029
1,2010,12,15,16,0,0,3,451,1,0,0,250,250,102,23,1874,22651
7,2022,6,7,16,0,0,2,251,2,1,0,500,500,130,45,2849,7347
3,2012,6,11,16,0,0,2,444,1,1,1,500,250,123,18,2433,20446
9,2015,4,4,6,0,0,4,141,2,3,0,500,0,128,20,1610,5614
8,2014,10,10,8,0,0,2,423,3,2,0,250,250,154,10,2307,23088
2,2012,4,4,4,0,0,1,495,2,3,0,0,250,132,18,2020,11168
0,2020,12,20,16,1,6,4,96,1,1,0,0,2000,150,34,1170,12271
2,2014,10,14,12,0,0,3,191,1,1,1,500,250,179,49,2776,9611
7,2014,8,9,32,0,0,2,214,2,3,0,1000,0,196,24,1586,6710
10,2012,6,11,8,0,0,2,600,0,2,0,0,2000,173,33,1621,23737
8,2021,8,16,8,0,0,3,593,3,0,0,0,1000,129,17,1727,16930
1,2021,10,11,8,0,0,2,531,1,2,0,0,500,197,38,1527,22845
4,2011,6,7,12,1,6,3,135,3,2,0,0,250,160,16,2112,10313
6,2011,2,4,12,0,0,2,246,1,0,1,0,250,159,27,1790,10054
5,2013,10,16,16,0,0,2,524,0,2,0,2000,250,134,12,1186,26239
8,2014,4,8,32,1,6,2,76,0,2,0,2000,2000,106,33,1358,16172
3,2016,10,19,2,0,0,2,383,1,1,1,0,2000,105,29,1290,15054
5,2012,8,8,8,0,0,3,438,3,2,0,2000,250,114,40,2240,14335
0,2017,10,13,16,0,0,2,596,1,0,0,0,250,195,35,2660,19795
9,2021,12,24,32,1,6,4,180,0,2,0,0,250,165,47,2192,21824
4,2015,4,4,6,0,0,2,536,1,2,0,0,250,195,17,1372,17685
9,2011,6,12,32,1,6,3,189,0,2,0,250,1000,191,41,1486,22357
7,2021,8,10,6,0,0,3,46,2,3,0,250,0,184,17,2388,3583
6,2012,4,8,16,0,0,2,230,1,1,1,500,250,116,14,1352,11986
10,2018,4,5,16,0,0,3,491,1,2,0,0,1000,118,25,1405,16893
4,2019,10,16,8,1,4,4,101,1,4,0,0,2000,113,36,2609,8925
4,2013,12,18,16,1,6,2,130,3,4,0,500,250,148,48,2408,10619
1,2010,10,15,16,0,0,3,493,1,0,0,500,250,150,10,2069,20307
5,2022,12,22,16,0,0,3,507,0,2,0,0,1000,133,14,2893,18218
3,2011,6,8,12,1,6,3,177,1,3,0,1000,125,183,12,1277,10150
1,2010,10,13,16,0,0,2,410,3,0,0,1000,250,120,26,2311,22896
0,2021,12,19,12,0,0,3,513,1,1,1,0,250,147,42,1726,18350
1,2017,6,11,16,0,0,2,425,1,2,0,0,250,166,28,1669,13760
7,2023,4,8,8,0,0,1,264,2,3,0,1000,500,157,13,1086,7345
8,2017,12,18,8,0,0,3,453,0,0,0,0,500,177,22,2834,24107
5,2016,6,10,8,0,0,3,571,0,0,0,0,2000,120,35,1622,18832
5,2012,8,10,16,0,0,2,546,1,0,0,500,250,126,40,1011,25903
6,2020,6,7,12,1,4,4,60,1,2,0,0,250,170,44,1338,8159
