marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
samsung,,2,3,6,não,0,2,303.0,FULLHD,AMOLED,sim,1000,250,2em1
asus,2018.0,10,17,12,não,0,4,81.0,HD,TN,,0,500,entrada
hp,2010.0,6,12,8,sim,2,1,71.0,FULLHD,IPS,não,2000,125,jogos_entrada
dell,2019.0,4,6,12,não,0,1,99.0,HD,TN,,1000,0,entrada
asus,2012.0,2,2,16,não,0,4,466.0,HD,IPS,,1000,0,intermediario
apple,2020.0,8,13,16,não,0,2,581.0,FULLHD,OLED,,0,2000,premium
razer,2015.0,6,8,16,não,0,2,400.0,FULLHD,AMOLED,não,0,250,premium
positivo,2018.0,10,17,32,não,0,4,182.0,HD,TN,não,500,0,entrada
huawei,2023.0,8,14,8,não,0,2,559.0,4K,OLED,não,0,2000,premium
acer,,8,8,16,não,0,3,544.0,FULLHD,AMOLED,não,1000,250,premium
hp,2020.0,6,6,8,não,0,2,557.0,FULLHD,OLED,não,0,250,ultraportatil
apple,2014.0,6,9,16,não,0,3,408.0,4K,AMOLED,não,250,250,premium
xiaomi,2018.0,4,7,8,não,0,3,591.0,FULLHD,OLED,não,0,250,premium
huawei,2015.0,4,5,16,não,0,3,451.0,QUADHD,AMOLED,,0,250,premium
razer,2011.0,8,11,16,não,0,3,411.0,FULLHD,AMOLED,,500,250,premium
apple,2013.0,4,8,8,não,0,3,508.0,FULLHD,AMOLED,não,250,250,premium
xiaomi,2019.0,8,12,8,não,0,3,467.0,4K,OLED,não,0,250,premium
apple,2015.0,4,8,8,não,0,3,438.0,4K,AMOLED,não,0,500,premium
hp,2013.0,6,12,12,não,0,3,581.0,FULLHD,IPS,,250,125,ultraportatil
razer,2019.0,8,8,16,sim,6,4,61.0,QUADHD,OLED,,0,250,jogos_premium
xiaomi,2014.0,4,5,16,não,0,2,434.0,QUADHD,OLED,,1000,250,premium
dell,2020.0,8,8,16,sim,6,4,110.0,QUADHD,AMOLED,não,0,250,jogos_premium
lenovo,2010.0,8,14,12,sim,6,4,196.0,FULLHD,OLED,,500,250,jogos_intermediarios
apple,2019.0,6,6,8,não,0,2,422.0,FULLHD,AMOLED,,0,250,premium
huawei,2011.0,8,14,8,não,0,3,514.0,4K,OLED,não,0,250,premium
asus,2023.0,8,14,6,não,0,1,494.0,HD,IPS,não,0,2000,entrada
asus,2015.0,4,5,6,não,0,2,234.0,HD,TN,,2000,0,intermediario
apple,2014.0,6,6,8,não,0,2,494.0,QUADHD,OLED,não,0,1000,premium
razer,2014.0,12,12,8,não,0,3,531.0,4K,OLED,,500,250,premium
hp,2011.0,4,5,12,sim,4,2,160.0,FULLHD,TN,não,0,2000,jogos_entrada
positivo,2013.0,6,7,2,não,0,4,66.0,HD,TN,não,2000,0,entrada
asus,2011.0,6,12,2,não,0,4,498.0,HD,TN,,500,0,intermediario
acer,,10,18,16,sim,6,4,107.0,QUADHD,OLED,não,250,500,jogos_intermediarios
positivo,2016.0,6,11,2,não,0,2,118.0,HD,TN,não,0,1000,entrada
positivo,2015.0,8,11,6,não,0,2,141.0,HD,IPS,,0,1000,entrada
huawei,2019.0,12,20,8,não,0,3,550.0,FULLHD,AMOLED,,0,1000,premium
huawei,2011.0,8,12,16,não,0,2,474.0,QUADHD,OLED,,0,1000,premium
huawei,2018.0,10,19,8,não,0,2,518.0,4K,AMOLED,não,0,2000,premium
xiaomi,,4,5,16,não,0,3,524.0,4K,OLED,,0,250,premium
lenovo,2011.0,10,17,16,sim,4,4,118.0,4K,OLED,,1000,500,jogos_intermediarios
hp,2011.0,12,23,16,sim,6,3,33.0,4K,TN,não,2000,1000,jogos_intermediarios
hp,2017.0,10,10,12,sim,6,4,107.0,QUADHD,VA,,0,2000,jogos_intermediarios
xiaomi,2013.0,4,8,16,não,0,3,502.0,4K,AMOLED,não,0,500,premium
huawei,2016.0,6,9,16,não,0,3,543.0,4K,AMOLED,não,0,500,premium
apple,2018.0,12,21,8,não,0,3,413.0,QUADHD,OLED,não,0,250,premium
razer,2012.0,8,15,32,sim,6,3,162.0,FULLHD,OLED,,500,250,jogos_premium
acer,2021.0,6,6,2,não,0,4,107.0,HD,TN,não,250,0,entrada
samsung,2013.0,4,7,12,não,0,2,227.0,HD,IPS,não,0,500,entrada
asus,2021.0,8,13,12,não,0,2,408.0,FULLHD,IPS,,0,250,2em1
huawei,2022.0,12,19,16,não,0,3,551.0,FULLHD,OLED,não,0,1000,premium
asus,2014.0,10,12,2,não,0,2,343.0,FULLHD,AMOLED,sim,0,250,2em1
apple,2014.0,12,24,16,não,0,2,485.0,FULLHD,AMOLED,não,0,2000,premium
hp,2011.0,2,3,12,não,0,2,,FULLHD,VA,não,0,500,ultraportatil
hp,2014.0,4,6,12,sim,4,1,67.0,4K,VA,,250,2000,jogos_intermediarios
apple,2016.0,8,14,16,não,0,2,469.0,4K,OLED,,0,500,premium
samsung,2017.0,4,6,12,sim,2,2,163.0,FULLHD,OLED,não,0,1000,jogos_entrada
razer,2023.0,12,13,8,não,0,2,537.0,4K,OLED,não,0,250,premium
lenovo,2016.0,10,20,4,não,0,3,491.0,FULLHD,AMOLED,sim,0,1000,2em1
acer,,4,7,32,não,0,2,,FULLHD,IPS,sim,0,250,2em1
apple,2023.0,8,10,8,não,0,2,530.0,4K,OLED,não,0,2000,premium
dell,2018.0,8,8,32,não,0,3,547.0,FULLHD,IPS,não,0,250,ultraportatil
dell,2014.0,6,10,8,não,0,3,517.0,FULLHD,AMOLED,,500,250,premium
xiaomi,2023.0,4,8,8,não,0,2,415.0,4K,OLED,não,0,500,premium
asus,2011.0,2,3,8,não,0,2,117.0,FULLHD,IPS,,500,250,2em1
lenovo,2016.0,10,19,32,não,0,2,565.0,FULLHD,IPS,,0,1000,ultraportatil
xiaomi,2013.0,4,7,8,não,0,2,527.0,FULLHD,AMOLED,,500,250,premium
huawei,2014.0,6,8,16,não,0,3,527.0,QUADHD,AMOLED,não,250,250,premium
xiaomi,2023.0,6,11,8,não,0,3,418.0,QUADHD,AMOLED,,0,250,premium
dell,2013.0,10,13,12,sim,6,3,63.0,QUADHD,IPS,,2000,500,jogos_intermediarios
asus,2018.0,10,19,2,não,0,2,,HD,IPS,,0,250,intermediario
huawei,2013.0,12,20,16,não,0,3,566.0,FULLHD,AMOLED,,250,250,premium
positivo,,4,5,2,não,0,2,140.0,HD,IPS,,1000,0,entrada
asus,2014.0,10,19,4,não,0,3,219.0,HD,TN,,2000,0,entrada
acer,2012.0,2,2,4,não,0,2,300.0,FULLHD,IPS,sim,250,250,2em1
apple,2016.0,4,7,8,não,0,2,421.0,QUADHD,AMOLED,não,0,250,premium
apple,2022.0,12,16,16,não,0,2,434.0,4K,OLED,não,0,2000,premium
apple,2020.0,8,15,8,não,0,2,496.0,FULLHD,OLED,,0,1000,premium
razer,2012.0,8,9,8,não,0,3,452.0,4K,OLED,não,2000,250,premium
dell,2021.0,6,12,32,não,0,2,539.0,FULLHD,VA,,0,250,ultraportatil
asus,2015.0,6,12,4,não,0,3,471.0,FULLHD,AMOLED,,0,1000,2em1
positivo,2013.0,4,8,8,não,0,4,42.0,HD,IPS,,0,1000,entrada
lenovo,2018.0,6,9,16,sim,6,2,,4K,OLED,,0,500,jogos_premium
asus,2018.0,8,13,12,não,0,2,522.0,FULLHD,IPS,não,0,250,ultraportatil
apple,2019.0,6,8,8,não,0,2,441.0,QUADHD,AMOLED,,0,250,premium
positivo,2011.0,4,5,2,não,0,4,281.0,HD,TN,,2000,0,entrada
huawei,2013.0,4,8,8,não,0,2,404.0,FULLHD,OLED,não,500,250,premium
xiaomi,2011.0,8,9,8,não,0,2,451.0,QUADHD,OLED,,2000,250,premium
apple,2016.0,10,11,8,não,0,3,430.0,FULLHD,OLED,,0,500,premium
dell,2010.0,4,4,6,não,0,1,270.0,HD,TN,não,0,250,entrada
acer,2014.0,6,6,32,não,0,3,,HD,TN,não,2000,0,intermediario
huawei,2011.0,4,5,16,não,0,3,583.0,FULLHD,AMOLED,,250,250,premium
xiaomi,2015.0,4,4,8,não,0,2,458.0,FULLHD,OLED,,0,250,premium
samsung,2011.0,4,8,6,não,0,3,527.0,FULLHD,VA,,1000,2000,ultraportatil
xiaomi,2014.0,8,14,16,não,0,2,585.0,4K,AMOLED,,250,250,premium
razer,2021.0,4,7,16,sim,6,4,58.0,FULLHD,AMOLED,,0,2000,jogos_premium
razer,2019.0,4,7,16,não,0,2,494.0,FULLHD,OLED,não,0,2000,premium
positivo,,4,8,8,não,0,1,146.0,HD,TN,não,1000,0,entrada
hp,2010.0,4,4,8,sim,2,3,41.0,FULLHD,TN,,0,2000,jogos_entrada
dell,2021.0,8,10,16,não,0,3,466.0,QUADHD,OLED,,0,1000,premium
asus,2020.0,4,5,64,não,0,3,133.0,HD,TN,,500,0,intermediario
hp,2017.0,10,14,64,não,0,3,552.0,FULLHD,VA,,0,250,ultraportatil
dell,2022.0,4,7,8,sim,2,4,147.0,FULLHD,OLED,,0,250,jogos_entrada
xiaomi,2016.0,6,8,8,não,0,3,549.0,4K,AMOLED,,0,250,premium
asus,,4,5,4,não,0,3,513.0,FULLHD,TN,não,250,250,ultraportatil
samsung,2013.0,6,6,6,não,0,2,65.0,FULLHD,IPS,sim,1000,250,2em1
xiaomi,2017.0,8,8,16,não,0,2,,4K,OLED,não,0,250,premium
apple,2017.0,4,7,16,não,0,3,512.0,4K,AMOLED,não,0,500,premium
xiaomi,2021.0,6,10,16,não,0,2,599.0,4K,AMOLED,não,0,250,premium
xiaomi,2022.0,8,8,16,não,0,3,450.0,QUADHD,AMOLED,não,0,500,premium
acer,2019.0,6,6,32,sim,6,4,57.0,QUADHD,OLED,não,0,250,jogos_premium
razer,2018.0,6,11,32,sim,6,1,167.0,4K,AMOLED,,0,2000,jogos_premium
lenovo,2022.0,12,15,12,sim,4,4,188.0,FULLHD,VA,não,0,1000,jogos_entrada
xiaomi,2015.0,10,19,16,não,0,2,555.0,QUADHD,OLED,,0,2000,premium
dell,2017.0,4,8,4,não,0,2,534.0,FULLHD,VA,,0,500,ultraportatil
positivo,2022.0,6,9,6,não,0,1,73.0,HD,IPS,não,250,2000,entrada
samsung,2017.0,6,9,16,sim,4,3,124.0,4K,IPS,não,0,500,jogos_intermediarios
positivo,2023.0,10,18,32,não,0,3,58.0,HD,TN,não,1000,1000,entrada
hp,2015.0,4,6,2,não,0,2,513.0,FULLHD,IPS,,0,2000,ultraportatil
samsung,2016.0,4,4,32,sim,6,4,120.0,QUADHD,AMOLED,não,0,1000,jogos_premium
lenovo,2012.0,4,5,8,sim,2,2,,FULLHD,VA,não,0,250,jogos_entrada
dell,2020.0,8,9,32,não,0,3,409.0,HD,TN,,0,1000,entrada
positivo,2022.0,8,11,2,não,0,2,233.0,HD,IPS,não,1000,125,entrada
razer,2011.0,4,8,16,não,0,2,510.0,QUADHD,OLED,,250,250,premium
positivo,2020.0,10,19,6,não,0,3,155.0,HD,TN,,250,0,entrada
huawei,2018.0,6,9,8,não,0,2,,4K,OLED,não,0,250,premium
samsung,2010.0,8,11,16,sim,6,2,189.0,QUADHD,OLED,,250,250,jogos_premium
apple,2022.0,12,13,16,não,0,2,490.0,QUADHD,OLED,,0,250,premium
samsung,2022.0,4,6,16,não,0,2,415.0,QUADHD,OLED,não,0,250,premium
asus,2013.0,2,4,12,não,0,2,531.0,FULLHD,TN,não,250,125,ultraportatil
dell,2019.0,12,24,6,não,0,4,328.0,HD,IPS,não,500,0,intermediario
acer,2022.0,6,10,12,não,0,3,535.0,FULLHD,VA,,0,250,ultraportatil
huawei,2018.0,10,18,8,não,0,2,587.0,QUADHD,AMOLED,,0,250,premium
samsung,2014.0,8,13,2,não,0,2,244.0,HD,IPS,,1000,0,entrada
positivo,2017.0,8,8,6,não,0,2,91.0,HD,TN,não,1000,0,entrada
xiaomi,2014.0,10,16,16,não,0,3,599.0,FULLHD,AMOLED,,500,250,premium
acer,2011.0,2,3,6,não,0,3,33.0,FULLHD,AMOLED,sim,2000,250,2em1
dell,2020.0,4,4,8,sim,2,4,,FULLHD,TN,não,0,500,jogos_entrada
acer,2019.0,10,14,8,não,0,3,487.0,QUADHD,OLED,não,0,250,premium
dell,2020.0,4,8,64,não,0,3,510.0,FULLHD,IPS,,0,500,ultraportatil
razer,2014.0,8,11,16,não,0,2,567.0,FULLHD,AMOLED,,2000,250,premium
positivo,2016.0,6,12,4,não,0,4,87.0,HD,TN,,1000,0,entrada
lenovo,,8,9,8,não,0,2,111.0,FULLHD,AMOLED,,0,250,2em1
asus,2020.0,12,12,32,não,0,4,384.0,HD,VA,não,500,0,intermediario
acer,2014.0,6,8,16,não,0,3,519.0,FULLHD,OLED,,2000,125,ultraportatil
acer,2014.0,8,10,12,sim,2,3,92.0,FULLHD,IPS,,250,500,jogos_entrada
razer,2011.0,12,20,32,sim,6,3,109.0,FULLHD,OLED,não,250,2000,jogos_premium
lenovo,2021.0,8,12,2,não,0,2,531.0,FULLHD,IPS,,0,500,ultraportatil
razer,2015.0,12,17,16,sim,6,1,180.0,QUADHD,OLED,,0,250,jogos_premium
dell,2017.0,12,23,16,sim,4,1,92.0,QUADHD,IPS,não,0,500,jogos_intermediarios
acer,2013.0,4,7,16,não,0,3,456.0,QUADHD,AMOLED,não,2000,250,premium
xiaomi,2016.0,10,16,16,não,0,3,414.0,4K,OLED,,0,250,premium
samsung,2012.0,6,6,12,sim,4,3,93.0,FULLHD,OLED,,0,1000,jogos_entrada
lenovo,,4,5,12,não,0,2,407.0,HD,IPS,,2000,0,entrada
razer,2013.0,6,9,8,não,0,2,559.0,4K,AMOLED,não,1000,250,premium
lenovo,2011.0,6,10,16,não,0,2,424.0,HD,IPS,não,250,0,intermediario
samsung,2022.0,4,5,32,sim,8,4,46.0,QUADHD,AMOLED,,0,500,jogos_premium
samsung,2010.0,6,11,6,não,0,3,,FULLHD,AMOLED,sim,0,500,2em1
huawei,2011.0,6,9,16,não,0,3,440.0,QUADHD,AMOLED,não,2000,250,premium
hp,2012.0,8,10,16,sim,6,2,,FULLHD,IPS,não,0,250,jogos_intermediarios
positivo,2012.0,2,3,16,não,0,2,214.0,HD,IPS,,2000,0,entrada
samsung,2012.0,10,20,16,não,0,3,,4K,IPS,sim,500,250,premium
samsung,2022.0,10,14,32,não,0,3,292.0,HD,IPS,,0,1000,intermediario
asus,2017.0,4,4,32,não,0,3,549.0,HD,IPS,não,1000,0,entrada
asus,2014.0,8,10,8,não,0,2,575.0,FULLHD,OLED,,500,500,ultraportatil
lenovo,2017.0,10,13,16,não,0,2,342.0,HD,TN,não,1000,0,intermediario
huawei,,8,8,8,não,0,3,570.0,QUADHD,AMOLED,,0,1000,premium
apple,2023.0,6,10,8,não,0,2,542.0,4K,OLED,,0,250,premium
dell,2018.0,6,11,32,não,0,1,384.0,HD,TN,,2000,0,intermediario
positivo,,6,10,2,não,0,4,214.0,HD,TN,não,0,1000,entrada
lenovo,2014.0,6,7,8,não,0,3,568.0,FULLHD,OLED,não,1000,500,ultraportatil
razer,2010.0,8,9,8,não,0,2,488.0,4K,OLED,,250,250,premium
acer,2020.0,10,19,16,não,0,2,484.0,QUADHD,OLED,,0,500,premium
xiaomi,2012.0,10,20,8,não,0,3,409.0,4K,AMOLED,,250,250,premium
huawei,2023.0,6,9,16,não,0,2,517.0,QUADHD,AMOLED,,0,2000,premium
positivo,2011.0,6,12,4,não,0,4,55.0,HD,TN,,1000,0,entrada
huawei,2018.0,8,13,16,não,0,2,512.0,QUADHD,OLED,,0,250,premium
xiaomi,2010.0,8,16,16,não,0,2,543.0,QUADHD,AMOLED,não,500,250,premium
lenovo,2021.0,12,16,2,não,0,4,68.0,HD,TN,,500,0,entrada
samsung,2016.0,8,11,32,não,0,3,88.0,FULLHD,IPS,,0,2000,2em1
lenovo,2020.0,12,22,2,não,0,2,367.0,FULLHD,AMOLED,sim,0,500,2em1
razer,2017.0,10,10,16,não,0,3,478.0,4K,AMOLED,não,0,2000,premium
huawei,2021.0,12,23,8,não,0,2,443.0,4K,AMOLED,,0,500,premium
xiaomi,2020.0,6,10,16,não,0,2,467.0,FULLHD,AMOLED,não,0,1000,premium
hp,2018.0,4,4,12,sim,4,2,38.0,FULLHD,OLED,não,0,500,jogos_entrada
razer,2012.0,8,15,16,não,0,3,548.0,FULLHD,OLED,não,250,250,premium
asus,2018.0,4,4,6,não,0,4,214.0,HD,IPS,não,250,0,entrada
samsung,2016.0,10,16,6,não,0,2,415.0,HD,TN,não,250,0,entrada
dell,2010.0,8,13,32,sim,6,1,164.0,FULLHD,AMOLED,,250,250,jogos_premium
huawei,2010.0,8,10,8,não,0,2,417.0,FULLHD,AMOLED,,250,250,premium
asus,2012.0,2,4,4,não,0,3,265.0,HD,TN,,250,0,intermediario
apple,2020.0,12,15,16,não,0,2,404.0,QUADHD,AMOLED,,0,500,premium
xiaomi,2019.0,10,13,8,não,0,2,511.0,FULLHD,AMOLED,,0,1000,premium
xiaomi,2019.0,12,15,16,não,0,2,568.0,QUADHD,OLED,,0,1000,premium
huawei,2012.0,8,9,8,não,0,3,581.0,4K,AMOLED,,1000,250,premium
positivo,2014.0,8,10,8,não,0,3,,HD,IPS,não,500,0,entrada
acer,2016.0,8,15,16,sim,6,4,197.0,QUADHD,OLED,não,0,250,jogos_premium
samsung,2022.0,12,17,12,não,0,2,513.0,FULLHD,IPS,,0,1000,ultraportatil
apple,2018.0,4,5,16,não,0,2,592.0,QUADHD,OLED,não,0,1000,premium
positivo,2021.0,4,7,32,não,0,1,227.0,HD,IPS,,250,0,entrada
xiaomi,2010.0,6,7,16,não,0,3,499.0,4K,AMOLED,não,250,250,premium
acer,2015.0,6,10,2,não,0,2,600.0,FULLHD,OLED,,0,250,ultraportatil
asus,2019.0,4,7,8,não,0,3,497.0,QUADHD,AMOLED,,0,500,premium
samsung,2012.0,8,15,12,sim,6,1,46.0,FULLHD,OLED,,2000,500,jogos_intermediarios
acer,2021.0,8,8,6,não,0,2,377.0,FULLHD,IPS,sim,0,250,2em1
acer,2011.0,4,5,16,não,0,3,124.0,HD,IPS,,2000,0,entrada
huawei,2020.0,12,15,16,não,0,3,525.0,QUADHD,AMOLED,,0,2000,premium
dell,2017.0,8,9,4,não,0,3,149.0,HD,TN,,500,0,intermediario
dell,2017.0,6,6,32,sim,6,4,103.0,4K,AMOLED,,0,250,jogos_premium
samsung,2022.0,12,22,4,não,0,3,70.0,HD,IPS,,1000,2000,entrada
dell,2013.0,8,9,16,não,0,2,466.0,4K,AMOLED,sim,2000,250,premium
razer,2014.0,10,14,32,sim,6,1,82.0,QUADHD,AMOLED,não,2000,250,jogos_premium
razer,2023.0,6,10,32,sim,12,4,85.0,4K,AMOLED,,0,250,jogos_premium
razer,2016.0,6,12,8,não,0,3,466.0,FULLHD,OLED,não,0,500,premium
xiaomi,2017.0,8,8,8,não,0,3,406.0,4K,AMOLED,,0,250,premium
hp,2019.0,8,8,8,sim,2,4,41.0,FULLHD,OLED,,0,250,jogos_entrada
samsung,2011.0,4,8,6,não,0,2,324.0,HD,TN,não,250,0,entrada
razer,2015.0,6,7,16,não,0,3,587.0,4K,AMOLED,,0,250,premium
acer,2021.0,4,4,32,não,0,3,48.0,FULLHD,IPS,,0,1000,2em1
razer,2011.0,10,20,8,não,0,3,580.0,FULLHD,OLED,não,0,2000,premium
asus,2011.0,6,9,16,não,0,1,526.0,HD,IPS,não,2000,0,entrada
huawei,2020.0,10,16,16,não,0,2,416.0,FULLHD,OLED,,0,250,premium
xiaomi,,12,19,16,não,0,3,467.0,4K,AMOLED,,0,250,premium
razer,2022.0,10,13,16,não,0,2,545.0,QUADHD,AMOLED,não,0,500,premium
razer,2019.0,4,4,8,não,0,2,595.0,QUADHD,OLED,,0,250,premium
asus,2012.0,2,3,8,não,0,3,574.0,FULLHD,OLED,,0,250,ultraportatil
hp,2022.0,4,6,12,sim,4,4,107.0,FULLHD,VA,,0,250,jogos_entrada
hp,2012.0,6,11,8,sim,4,4,68.0,FULLHD,IPS,,500,2000,jogos_entrada
apple,2014.0,8,14,8,não,0,3,575.0,QUADHD,AMOLED,,0,1000,premium
lenovo,2018.0,8,16,32,não,0,2,46.0,HD,TN,,1000,0,intermediario
huawei,2020.0,8,13,16,não,0,3,444.0,FULLHD,AMOLED,não,0,500,premium
asus,,6,11,32,não,0,3,407.0,HD,IPS,,1000,0,intermediario
lenovo,2011.0,6,12,8,não,0,4,390.0,HD,TN,não,500,0,entrada
acer,2016.0,10,16,12,não,0,2,571.0,FULLHD,VA,não,0,500,ultraportatil
dell,2014.0,6,10,32,não,0,2,145.0,FULLHD,IPS,sim,2000,250,2em1
acer,,6,11,12,não,0,2,212.0,FULLHD,AMOLED,sim,500,250,2em1
samsung,2016.0,10,11,16,sim,4,3,99.0,4K,TN,não,0,2000,jogos_intermediarios
xiaomi,2016.0,6,11,16,não,0,2,546.0,4K,AMOLED,,0,250,premium
apple,2022.0,10,12,8,não,0,2,527.0,QUADHD,AMOLED,não,0,500,premium
asus,2018.0,6,7,16,não,0,2,423.0,FULLHD,IPS,sim,0,250,2em1
huawei,2022.0,10,12,8,não,0,3,517.0,QUADHD,OLED,,0,250,premium
acer,,12,22,8,não,0,2,564.0,4K,OLED,não,2000,250,premium
asus,,4,8,16,não,0,2,503.0,QUADHD,OLED,não,0,2000,premium
acer,2010.0,6,11,2,não,0,3,,HD,TN,,500,0,entrada
positivo,,6,7,16,não,0,4,,HD,TN,não,2000,0,entrada
razer,2012.0,12,18,8,não,0,3,528.0,FULLHD,OLED,não,250,250,premium
dell,2012.0,10,17,12,sim,4,1,57.0,FULLHD,TN,,500,1000,jogos_intermediarios
lenovo,,6,8,4,não,0,2,122.0,HD,TN,não,500,0,intermediario
positivo,2014.0,8,9,2,não,0,3,237.0,HD,IPS,não,0,250,entrada
xiaomi,2023.0,6,7,16,não,0,2,431.0,4K,OLED,,0,1000,premium
positivo,2012.0,6,12,6,não,0,1,247.0,HD,IPS,,1000,0,entrada
asus,2016.0,6,11,16,não,0,2,507.0,FULLHD,IPS,não,0,250,ultraportatil
lenovo,2020.0,10,20,12,sim,6,4,169.0,4K,VA,não,0,250,jogos_intermediarios
samsung,2020.0,6,11,8,sim,2,4,158.0,FULLHD,TN,,0,250,jogos_entrada
samsung,2023.0,12,15,12,sim,8,4,,4K,VA,não,0,1000,jogos_intermediarios
hp,2011.0,4,7,8,sim,4,4,54.0,FULLHD,OLED,não,2000,125,jogos_entrada
,2012.0,6,12,8,não,0,2,82.0,HD,IPS,não,0,2000,intermediario
asus,2019.0,6,12,12,não,0,3,582.0,FULLHD,OLED,não,0,2000,ultraportatil
razer,2018.0,12,20,8,não,0,3,505.0,FULLHD,AMOLED,não,0,1000,premium
dell,2018.0,4,8,8,não,0,4,218.0,HD,TN,,0,2000,entrada
,2019.0,12,16,12,sim,2,4,185.0,FULLHD,TN,,0,2000,jogos_entrada
samsung,2023.0,10,20,16,sim,12,4,84.0,QUADHD,AMOLED,,0,500,jogos_premium
positivo,2018.0,10,17,8,não,0,4,116.0,HD,TN,não,500,0,entrada
razer,2023.0,12,21,16,não,0,2,402.0,QUADHD,OLED,,0,2000,premium
xiaomi,2016.0,6,8,16,não,0,2,594.0,4K,AMOLED,não,0,500,premium
razer,2015.0,6,12,8,não,0,3,543.0,QUADHD,OLED,não,0,250,premium
hp,2019.0,10,17,4,não,0,2,560.0,FULLHD,OLED,não,0,500,ultraportatil
razer,2021.0,4,5,16,não,0,3,465.0,FULLHD,OLED,,0,250,premium
xiaomi,2013.0,4,5,8,não,0,3,583.0,FULLHD,OLED,não,1000,250,premium
xiaomi,,4,5,8,não,0,3,552.0,4K,AMOLED,,0,2000,premium
lenovo,2015.0,8,13,16,sim,6,2,188.0,4K,OLED,,0,2000,jogos_premium
acer,2011.0,6,9,4,não,0,1,425.0,HD,TN,,1000,0,intermediario
xiaomi,2019.0,6,10,8,não,0,3,420.0,QUADHD,AMOLED,não,0,250,premium
positivo,2016.0,4,8,12,não,0,2,231.0,HD,TN,não,500,0,entrada
lenovo,2018.0,4,5,12,não,0,3,80.0,HD,TN,,500,0,entrada
dell,,8,8,16,sim,6,4,148.0,FULLHD,OLED,não,0,2000,jogos_premium
huawei,2014.0,6,10,8,não,0,2,503.0,4K,AMOLED,,1000,250,premium
asus,2010.0,2,4,4,não,0,4,439.0,HD,IPS,,500,0,entrada
lenovo,,6,8,6,não,0,2,562.0,FULLHD,VA,,0,1000,ultraportatil
dell,2021.0,4,4,64,não,0,2,408.0,FULLHD,AMOLED,,0,250,2em1
asus,2020.0,10,18,8,não,0,3,426.0,HD,IPS,,250,0,entrada
samsung,2021.0,6,10,8,sim,4,4,130.0,FULLHD,OLED,não,0,1000,jogos_entrada
xiaomi,2019.0,12,12,8,não,0,3,594.0,FULLHD,AMOLED,,0,2000,premium
asus,,10,16,16,não,0,3,424.0,QUADHD,OLED,,0,250,premium
xiaomi,2016.0,12,12,8,não,0,2,523.0,QUADHD,OLED,não,0,500,premium
samsung,2021.0,8,15,4,não,0,2,,FULLHD,AMOLED,,0,500,2em1
razer,2014.0,8,8,8,não,0,3,596.0,QUADHD,AMOLED,,250,250,premium
acer,2020.0,6,9,8,não,0,2,,FULLHD,AMOLED,,0,1000,premium
lenovo,2013.0,2,2,8,não,0,2,534.0,HD,OLED,não,500,0,intermediario
samsung,2013.0,4,8,12,sim,6,1,179.0,4K,IPS,não,2000,500,jogos_intermediarios
acer,,12,20,16,sim,6,4,53.0,QUADHD,AMOLED,não,0,500,jogos_premium
asus,2014.0,6,10,6,não,0,3,413.0,FULLHD,IPS,,500,250,2em1
razer,2021.0,10,19,16,sim,6,4,31.0,QUADHD,AMOLED,,0,500,jogos_premium
asus,2018.0,10,11,32,não,0,3,559.0,FULLHD,IPS,não,0,2000,ultraportatil
razer,2022.0,10,11,8,não,0,2,541.0,QUADHD,OLED,não,0,1000,premium
positivo,2013.0,2,3,12,não,0,4,81.0,HD,IPS,,500,0,entrada
xiaomi,2010.0,12,14,16,não,0,3,409.0,FULLHD,AMOLED,,0,2000,premium
huawei,2018.0,8,16,16,não,0,2,531.0,QUADHD,OLED,não,0,1000,premium
huawei,2010.0,12,21,8,não,0,2,472.0,FULLHD,OLED,,1000,250,premium
apple,2015.0,4,6,16,não,0,3,421.0,4K,OLED,não,0,500,premium
lenovo,2022.0,4,4,8,sim,2,4,124.0,FULLHD,OLED,não,0,500,jogos_entrada
lenovo,2014.0,8,16,32,não,0,2,501.0,FULLHD,AMOLED,,0,1000,2em1
lenovo,2017.0,4,5,6,não,0,3,518.0,FULLHD,IPS,não,0,250,ultraportatil
dell,2017.0,6,11,16,sim,6,4,104.0,4K,OLED,,0,1000,jogos_intermediarios
lenovo,2011.0,4,8,8,não,0,2,41.0,HD,OLED,,0,250,intermediario
samsung,2021.0,8,10,2,não,0,3,587.0,FULLHD,VA,não,0,500,ultraportatil
acer,2015.0,4,4,4,não,0,1,176.0,HD,OLED,não,0,2000,intermediario
lenovo,2018.0,8,14,8,não,0,3,508.0,FULLHD,AMOLED,não,0,500,premium
razer,2010.0,12,17,16,sim,6,2,196.0,FULLHD,AMOLED,não,1000,250,jogos_premium
apple,2014.0,12,22,16,não,0,2,515.0,4K,AMOLED,,250,250,premium
samsung,2010.0,2,2,12,não,0,2,568.0,HD,IPS,não,0,500,intermediario
dell,2023.0,10,10,8,não,0,2,286.0,FULLHD,AMOLED,sim,0,500,2em1
xiaomi,2019.0,4,4,16,não,0,2,405.0,FULLHD,AMOLED,,0,1000,premium
,,2,2,8,não,0,3,287.0,HD,TN,não,1000,0,intermediario
