idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
32.0,self-employed,,tertiary,2559,no,no,7,jul,889.0,1.0,yes
28.0,technician,,secondary,909,no,yes,7,jul,532.0,1.0,yes
45.0,admin.,divorced,secondary,-176,no,yes,7,jul,574.0,1.0,yes
41.0,blue-collar,,secondary,1085,yes,yes,7,jul,599.0,1.0,yes
59.0,blue-collar,divorced,primary,1265,no,yes,7,jul,849.0,1.0,yes
47.0,technician,,secondary,-239,yes,yes,7,jul,973.0,3.0,yes
31.0,blue-collar,,secondary,726,no,no,7,jul,719.0,2.0,yes
31.0,management,,tertiary,296,no,yes,8,jul,509.0,4.0,yes
33.0,entrepreneur,,secondary,-627,yes,yes,8,jul,740.0,1.0,yes
52.0,entrepreneur,,tertiary,-468,no,no,8,jul,534.0,1.0,yes
26.0,self-employed,,secondary,551,no,no,8,jul,531.0,1.0,yes
25.0,technician,,secondary,0,no,yes,8,jul,634.0,1.0,yes
25.0,blue-collar,,secondary,101,no,yes,8,jul,460.0,3.0,yes
28.0,blue-collar,,secondary,517,no,yes,8,jul,681.0,1.0,yes
33.0,entrepreneur,divorced,tertiary,37,no,yes,8,jul,1082.0,1.0,yes
45.0,management,divorced,tertiary,854,no,yes,8,jul,730.0,1.0,yes
36.0,services,,secondary,30,no,yes,8,jul,716.0,5.0,yes
26.0,blue-collar,,secondary,81,no,yes,8,jul,803.0,2.0,yes
38.0,technician,,secondary,0,no,no,8,jul,635.0,1.0,yes
56.0,blue-collar,,secondary,663,no,yes,8,jul,819.0,3.0,yes
26.0,admin.,,secondary,102,no,yes,8,jul,658.0,2.0,yes
26.0,technician,,secondary,370,no,yes,8,jul,1061.0,4.0,yes
25.0,blue-collar,,secondary,189,no,yes,8,jul,687.0,2.0,yes
26.0,unemployed,,secondary,111,no,no,9,jul,537.0,1.0,yes
40.0,blue-collar,,primary,665,yes,no,9,jul,781.0,1.0,yes
37.0,admin.,,primary,214,yes,no,9,jul,645.0,1.0,yes
43.0,blue-collar,,primary,0,no,no,9,jul,1242.0,1.0,yes
41.0,services,divorced,tertiary,1583,yes,no,9,jul,662.0,1.0,yes
49.0,blue-collar,,secondary,0,no,yes,9,jul,625.0,1.0,yes
29.0,admin.,divorced,tertiary,0,no,yes,9,jul,426.0,3.0,yes
39.0,services,divorced,secondary,687,yes,no,9,jul,869.0,1.0,yes
38.0,management,,tertiary,327,yes,yes,9,jul,556.0,5.0,yes
26.0,technician,,secondary,-119,no,yes,9,jul,359.0,5.0,yes
32.0,management,,tertiary,794,yes,yes,9,jul,1014.0,1.0,yes
33.0,blue-collar,,primary,-191,yes,yes,9,jul,1290.0,4.0,yes
31.0,management,,tertiary,409,no,yes,9,jul,564.0,5.0,yes
49.0,blue-collar,,primary,3,no,yes,9,jul,1439.0,6.0,yes
27.0,unemployed,,primary,9,no,yes,9,jul,919.0,2.0,yes
30.0,blue-collar,,secondary,155,yes,yes,9,jul,1426.0,3.0,yes
35.0,blue-collar,,secondary,1330,no,no,10,jul,901.0,1.0,yes
26.0,blue-collar,,secondary,-29,yes,no,10,jul,998.0,4.0,yes
45.0,entrepreneur,,unknown,3133,yes,yes,10,jul,804.0,1.0,yes
34.0,admin.,,secondary,-33,yes,yes,10,jul,961.0,1.0,yes
28.0,admin.,,secondary,-170,no,yes,10,jul,720.0,2.0,yes
25.0,blue-collar,,secondary,1243,no,yes,10,jul,1341.0,7.0,yes
30.0,blue-collar,,secondary,1598,yes,no,10,jul,634.0,1.0,yes
30.0,services,,secondary,5,no,yes,10,jul,829.0,5.0,yes
47.0,services,,secondary,367,yes,no,10,jul,476.0,4.0,yes
57.0,admin.,divorced,secondary,658,no,no,10,jul,724.0,1.0,yes
38.0,management,,tertiary,1722,yes,no,10,jul,500.0,1.0,yes
54.0,technician,,secondary,-315,no,yes,10,jul,2029.0,1.0,yes
25.0,blue-collar,,primary,2483,no,no,10,jul,1499.0,3.0,yes
30.0,blue-collar,,secondary,0,yes,yes,10,jul,1399.0,1.0,yes
26.0,management,,tertiary,45,no,no,10,jul,1187.0,3.0,yes
31.0,student,,primary,46,yes,no,10,jul,487.0,1.0,yes
29.0,blue-collar,,secondary,482,no,yes,10,jul,1097.0,3.0,yes
49.0,blue-collar,,secondary,3728,yes,no,11,jul,1060.0,2.0,yes
60.0,retired,divorced,secondary,1099,no,no,11,jul,764.0,2.0,yes
60.0,management,,tertiary,2222,yes,no,11,jul,1120.0,2.0,yes
29.0,management,,tertiary,983,yes,no,11,jul,963.0,2.0,yes
55.0,management,divorced,secondary,204,yes,no,11,jul,1973.0,2.0,yes
44.0,admin.,,secondary,1074,yes,no,11,jul,911.0,2.0,yes
47.0,technician,,secondary,3466,yes,no,11,jul,853.0,2.0,yes
35.0,admin.,,secondary,-203,yes,no,11,jul,1649.0,2.0,yes
35.0,entrepreneur,,secondary,2436,no,yes,14,jul,1397.0,3.0,yes
38.0,technician,,secondary,976,yes,no,14,jul,766.0,3.0,yes
34.0,entrepreneur,,tertiary,146,yes,no,14,jul,788.0,2.0,yes
50.0,technician,,secondary,156,no,yes,14,jul,1130.0,3.0,yes
43.0,admin.,,tertiary,189,yes,no,14,jul,1062.0,4.0,yes
44.0,admin.,divorced,secondary,163,yes,no,14,jul,1669.0,2.0,yes
51.0,services,divorced,secondary,242,no,yes,14,jul,1336.0,4.0,yes
31.0,technician,,secondary,1173,yes,no,14,jul,444.0,3.0,yes
39.0,technician,,tertiary,0,yes,no,14,jul,894.0,7.0,yes
59.0,management,,tertiary,296,no,yes,15,jul,805.0,3.0,yes
25.0,services,,secondary,333,no,yes,15,jul,1056.0,2.0,yes
58.0,management,,tertiary,3864,yes,no,15,jul,815.0,4.0,yes
30.0,entrepreneur,,primary,2686,yes,no,15,jul,808.0,3.0,yes
34.0,blue-collar,,primary,-109,yes,no,15,jul,860.0,4.0,yes
51.0,services,divorced,secondary,65,no,yes,15,jul,881.0,1.0,yes
60.0,retired,,secondary,597,no,no,15,jul,981.0,1.0,yes
51.0,entrepreneur,,secondary,-799,no,yes,15,jul,1001.0,3.0,yes
37.0,management,divorced,tertiary,1775,no,no,15,jul,514.0,5.0,yes
30.0,blue-collar,,primary,0,no,no,15,jul,716.0,3.0,yes
46.0,entrepreneur,divorced,secondary,-563,no,yes,15,jul,769.0,4.0,yes
29.0,student,,tertiary,5,no,no,15,jul,889.0,5.0,yes
27.0,entrepreneur,,tertiary,139,no,no,15,jul,448.0,5.0,yes
28.0,management,,tertiary,0,yes,no,16,jul,767.0,5.0,yes
34.0,blue-collar,,secondary,855,yes,no,16,jul,578.0,1.0,yes
29.0,blue-collar,,unknown,694,yes,yes,16,jul,1806.0,4.0,yes
27.0,management,,tertiary,151,yes,no,16,jul,496.0,1.0,yes
26.0,technician,,secondary,354,no,no,16,jul,586.0,1.0,yes
36.0,management,,tertiary,673,yes,no,16,jul,689.0,1.0,yes
44.0,blue-collar,,primary,1265,yes,no,16,jul,555.0,1.0,yes
39.0,blue-collar,,tertiary,597,no,no,16,jul,686.0,6.0,yes
30.0,technician,,secondary,-393,yes,yes,16,jul,435.0,1.0,yes
31.0,unemployed,divorced,tertiary,256,yes,no,16,jul,873.0,2.0,yes
56.0,blue-collar,,primary,0,yes,no,16,jul,1222.0,1.0,yes
29.0,blue-collar,,secondary,2870,yes,no,16,jul,988.0,1.0,yes
43.0,blue-collar,,secondary,184,no,yes,16,jul,1019.0,11.0,yes
32.0,blue-collar,,secondary,1905,yes,no,16,jul,709.0,2.0,yes
30.0,admin.,,secondary,-36,no,no,16,jul,561.0,9.0,yes
40.0,blue-collar,,secondary,-839,yes,yes,16,jul,1018.0,2.0,yes
42.0,services,,secondary,3465,yes,yes,16,jul,1039.0,2.0,yes
27.0,student,,secondary,119,yes,no,16,jul,781.0,2.0,yes
35.0,management,,tertiary,36,no,yes,16,jul,1656.0,5.0,yes
35.0,housemaid,,primary,113,yes,no,17,jul,923.0,2.0,yes
32.0,blue-collar,,secondary,118,yes,no,17,jul,1275.0,1.0,yes
39.0,technician,,secondary,251,yes,no,17,jul,342.0,2.0,yes
31.0,blue-collar,divorced,secondary,-277,yes,no,17,jul,1008.0,2.0,yes
26.0,services,,secondary,-189,no,yes,17,jul,538.0,2.0,yes
42.0,management,,tertiary,4,yes,no,17,jul,795.0,1.0,yes
27.0,services,,secondary,1820,yes,no,17,jul,1027.0,1.0,yes
33.0,self-employed,divorced,secondary,1904,yes,no,17,jul,1584.0,2.0,yes
51.0,blue-collar,,primary,201,yes,no,17,jul,582.0,2.0,yes
33.0,admin.,,secondary,0,yes,no,17,jul,1448.0,7.0,yes
30.0,technician,,tertiary,178,no,no,17,jul,656.0,3.0,yes
52.0,housemaid,,primary,3798,yes,no,17,jul,1208.0,1.0,yes
42.0,blue-collar,divorced,primary,301,yes,no,17,jul,1175.0,2.0,yes
31.0,management,divorced,tertiary,294,yes,no,17,jul,536.0,5.0,yes
27.0,services,,secondary,0,yes,no,17,jul,991.0,5.0,yes
44.0,blue-collar,,secondary,292,no,yes,17,jul,1153.0,4.0,yes
40.0,entrepreneur,divorced,secondary,2998,yes,no,18,jul,623.0,3.0,yes
46.0,housemaid,divorced,primary,2084,yes,no,18,jul,1081.0,2.0,yes
32.0,services,divorced,secondary,454,yes,no,18,jul,978.0,1.0,yes
56.0,technician,divorced,secondary,179,no,no,18,jul,536.0,1.0,yes
33.0,blue-collar,,secondary,661,yes,no,18,jul,968.0,1.0,yes
33.0,blue-collar,,secondary,89,yes,no,18,jul,278.0,2.0,yes
32.0,self-employed,,primary,102,yes,no,18,jul,560.0,1.0,yes
41.0,blue-collar,divorced,primary,138,yes,no,18,jul,640.0,3.0,yes
31.0,admin.,,secondary,622,no,no,18,jul,420.0,1.0,yes
30.0,admin.,divorced,secondary,10,yes,no,18,jul,658.0,2.0,yes
34.0,admin.,divorced,secondary,-251,no,no,18,jul,641.0,1.0,yes
43.0,entrepreneur,,secondary,104,yes,no,18,jul,635.0,3.0,yes
28.0,blue-collar,,secondary,173,no,no,18,jul,588.0,7.0,yes
32.0,admin.,divorced,secondary,-46,no,yes,18,jul,1373.0,4.0,yes
31.0,blue-collar,divorced,secondary,0,yes,yes,18,jul,913.0,4.0,yes
35.0,entrepreneur,,tertiary,145,yes,no,18,jul,799.0,2.0,yes
31.0,management,,tertiary,325,yes,no,18,jul,1139.0,2.0,yes
25.0,services,,secondary,2311,no,yes,21,jul,1105.0,2.0,yes
56.0,retired,divorced,tertiary,158,no,yes,21,jul,854.0,1.0,yes
47.0,technician,,secondary,1981,yes,no,21,jul,919.0,2.0,yes
39.0,management,,tertiary,1423,yes,no,21,jul,733.0,3.0,yes
51.0,management,,tertiary,2455,yes,no,21,jul,553.0,1.0,yes
54.0,technician,divorced,secondary,859,no,yes,21,jul,710.0,1.0,yes
58.0,retired,,unknown,9004,no,no,21,jul,891.0,4.0,yes
42.0,unemployed,,unknown,970,yes,no,21,jul,691.0,10.0,yes
56.0,services,,primary,486,no,yes,21,jul,1877.0,1.0,yes
55.0,housemaid,,secondary,127,yes,no,21,jul,1130.0,,yes
26.0,blue-collar,,primary,409,yes,no,21,jul,577.0,2.0,yes
40.0,admin.,,secondary,664,no,no,21,jul,1342.0,2.0,yes
26.0,technician,,secondary,223,no,yes,21,jul,1002.0,3.0,yes
35.0,management,,tertiary,-324,no,yes,21,jul,985.0,11.0,yes
34.0,services,,secondary,-30,no,no,21,jul,1360.0,3.0,yes
41.0,management,,tertiary,1253,no,no,21,jul,1134.0,5.0,yes
44.0,management,,primary,4758,yes,no,22,jul,712.0,6.0,yes
33.0,management,,tertiary,30,yes,no,22,jul,1077.0,1.0,yes
36.0,management,divorced,tertiary,81,no,yes,22,jul,560.0,1.0,yes
38.0,technician,,secondary,0,yes,no,22,jul,1545.0,1.0,yes
35.0,technician,,tertiary,328,yes,no,22,jul,654.0,2.0,yes
41.0,technician,,tertiary,145,no,no,22,jul,1833.0,2.0,yes
41.0,management,divorced,unknown,465,yes,no,22,jul,1508.0,1.0,yes
28.0,blue-collar,,secondary,751,yes,no,22,jul,598.0,5.0,yes
26.0,services,,secondary,-379,yes,yes,22,jul,1237.0,7.0,yes
39.0,blue-collar,,secondary,0,no,no,22,jul,864.0,4.0,yes
25.0,admin.,,unknown,349,yes,no,22,jul,1037.0,,yes
37.0,admin.,,secondary,1110,yes,no,22,jul,802.0,11.0,yes
25.0,management,,secondary,2228,yes,no,23,jul,754.0,1.0,yes
46.0,management,divorced,tertiary,2166,yes,no,23,jul,870.0,1.0,yes
25.0,blue-collar,,secondary,-247,yes,no,23,jul,633.0,1.0,yes
28.0,technician,,tertiary,-123,no,yes,23,jul,690.0,1.0,yes
33.0,services,divorced,secondary,44,no,yes,23,jul,529.0,1.0,yes
32.0,management,,secondary,131,yes,yes,23,jul,1152.0,2.0,yes
32.0,blue-collar,,secondary,476,yes,no,23,jul,956.0,9.0,yes
47.0,technician,,secondary,1101,yes,no,23,jul,957.0,3.0,yes
50.0,entrepreneur,,tertiary,-168,yes,no,23,jul,1327.0,2.0,yes
27.0,technician,,secondary,-392,yes,no,23,jul,228.0,2.0,yes
45.0,admin.,,secondary,524,yes,no,23,jul,808.0,1.0,yes
51.0,admin.,,secondary,895,no,no,23,jul,638.0,2.0,yes
36.0,admin.,,secondary,212,yes,yes,23,jul,1201.0,6.0,yes
51.0,self-employed,,secondary,95,yes,no,23,jul,1309.0,4.0,yes
33.0,services,,tertiary,395,yes,no,23,jul,1359.0,6.0,yes
59.0,technician,,secondary,135,yes,yes,23,jul,416.0,4.0,yes
38.0,entrepreneur,,tertiary,0,no,no,23,jul,532.0,2.0,yes
40.0,services,,secondary,471,yes,no,24,jul,430.0,4.0,yes
51.0,blue-collar,,primary,603,yes,no,24,jul,853.0,2.0,yes
41.0,entrepreneur,,secondary,663,no,no,24,jul,1204.0,1.0,yes
38.0,entrepreneur,,secondary,593,yes,yes,24,jul,1484.0,24.0,yes
31.0,management,,tertiary,1224,yes,yes,24,jul,1441.0,2.0,yes
28.0,admin.,,secondary,2,yes,no,24,jul,454.0,1.0,yes
41.0,blue-collar,,secondary,720,no,yes,24,jul,651.0,1.0,yes
33.0,management,divorced,tertiary,990,yes,no,24,jul,1491.0,2.0,yes
25.0,student,,secondary,1747,yes,no,24,jul,903.0,1.0,yes
45.0,admin.,divorced,secondary,59,yes,no,24,jul,873.0,,yes
31.0,blue-collar,,primary,33,yes,no,24,jul,901.0,2.0,yes
28.0,services,,secondary,340,yes,no,24,jul,821.0,2.0,yes
49.0,technician,divorced,secondary,305,no,no,24,jul,367.0,2.0,yes
25.0,services,,secondary,0,yes,no,24,jul,458.0,9.0,yes
28.0,unemployed,,tertiary,497,yes,no,24,jul,1602.0,6.0,yes
54.0,retired,,secondary,1371,no,no,25,jul,1492.0,2.0,yes
28.0,technician,,tertiary,1628,yes,no,25,jul,1422.0,2.0,yes
27.0,technician,,tertiary,372,yes,yes,25,jul,728.0,2.0,yes
49.0,blue-collar,,primary,566,yes,no,25,jul,979.0,2.0,yes
53.0,blue-collar,,primary,343,yes,no,25,jul,616.0,5.0,yes
26.0,technician,,secondary,941,no,yes,25,jul,784.0,1.0,yes
37.0,services,,secondary,775,no,yes,25,jul,1000.0,1.0,yes
34.0,blue-collar,,secondary,1759,no,yes,25,jul,695.0,1.0,yes
51.0,retired,,primary,1495,no,no,25,jul,1946.0,4.0,yes
39.0,housemaid,,secondary,1444,no,no,25,jul,362.0,,yes
35.0,technician,,tertiary,470,yes,no,25,jul,743.0,13.0,yes
51.0,unemployed,,primary,1162,yes,no,25,jul,2015.0,1.0,yes
30.0,management,,tertiary,2,yes,yes,25,jul,1031.0,,yes
42.0,blue-collar,,primary,1628,yes,no,25,jul,590.0,,yes
54.0,management,,secondary,1134,yes,no,25,jul,1330.0,3.0,yes
51.0,blue-collar,,primary,0,yes,yes,25,jul,946.0,3.0,yes
57.0,retired,divorced,primary,63,no,yes,25,jul,1448.0,17.0,yes
30.0,management,,tertiary,1221,yes,no,25,jul,279.0,4.0,yes
37.0,blue-collar,,secondary,5024,no,yes,25,jul,661.0,4.0,yes
39.0,technician,,secondary,10685,yes,no,25,jul,1369.0,9.0,yes
35.0,technician,,tertiary,1629,no,no,25,jul,653.0,4.0,yes
48.0,management,,secondary,268,yes,no,28,jul,458.0,7.0,yes
31.0,management,,tertiary,0,yes,yes,28,jul,664.0,,yes
35.0,self-employed,,secondary,5613,yes,no,28,jul,699.0,3.0,yes
48.0,housemaid,,secondary,513,no,yes,28,jul,939.0,3.0,yes
53.0,housemaid,,primary,362,no,no,28,jul,1169.0,2.0,yes
27.0,technician,,secondary,3933,no,no,28,jul,837.0,3.0,yes
55.0,technician,,secondary,3899,yes,no,28,jul,596.0,4.0,yes
40.0,services,,secondary,473,yes,no,28,jul,383.0,3.0,yes
40.0,self-employed,,tertiary,1616,no,no,28,jul,1009.0,7.0,yes
38.0,blue-collar,divorced,secondary,1817,yes,no,28,jul,1096.0,4.0,yes
54.0,retired,,secondary,129,no,yes,28,jul,867.0,2.0,yes
54.0,technician,,secondary,1938,no,yes,28,jul,551.0,3.0,yes
50.0,admin.,,secondary,133,no,no,28,jul,890.0,4.0,yes
48.0,management,divorced,tertiary,2263,no,no,29,jul,874.0,2.0,yes
41.0,services,,unknown,1538,no,no,29,jul,710.0,2.0,yes
51.0,blue-collar,divorced,primary,5,no,no,29,jul,600.0,2.0,yes
42.0,technician,,tertiary,2625,no,no,29,jul,2516.0,2.0,yes
58.0,retired,divorced,secondary,1080,yes,no,29,jul,1058.0,2.0,yes
47.0,unemployed,,secondary,312,no,no,29,jul,884.0,1.0,yes
58.0,admin.,,secondary,145,yes,no,29,jul,616.0,13.0,yes
41.0,blue-collar,,secondary,-190,no,yes,29,jul,808.0,3.0,yes
50.0,admin.,,secondary,2678,no,no,30,jul,1011.0,6.0,yes
46.0,housemaid,,secondary,271,yes,no,30,jul,1013.0,29.0,yes
44.0,blue-collar,,secondary,0,no,no,30,jul,684.0,2.0,yes
36.0,services,,secondary,0,no,no,30,jul,843.0,2.0,yes
58.0,management,divorced,secondary,3161,no,no,30,jul,542.0,2.0,yes
44.0,unemployed,,primary,-4,no,yes,30,jul,788.0,2.0,yes
49.0,entrepreneur,divorced,unknown,-701,yes,no,30,jul,988.0,2.0,yes
55.0,management,,tertiary,-375,no,no,30,jul,814.0,2.0,yes
52.0,unemployed,,primary,959,no,no,30,jul,694.0,2.0,yes
60.0,retired,divorced,secondary,1091,no,no,30,jul,441.0,5.0,yes
41.0,services,,unknown,-1,no,yes,30,jul,1171.0,4.0,yes
36.0,management,,tertiary,96,no,no,30,jul,729.0,4.0,yes
41.0,blue-collar,divorced,primary,0,no,no,30,jul,509.0,2.0,yes
50.0,entrepreneur,,tertiary,230,no,no,30,jul,1089.0,4.0,yes
44.0,housemaid,,primary,-156,no,yes,30,jul,1211.0,2.0,yes
54.0,technician,,secondary,114,no,no,30,jul,458.0,3.0,yes
35.0,management,,tertiary,-468,yes,no,30,jul,540.0,,yes
59.0,retired,divorced,secondary,679,no,no,30,jul,761.0,4.0,yes
42.0,entrepreneur,,unknown,206,yes,no,30,jul,695.0,2.0,yes
27.0,management,,tertiary,1,yes,no,30,jul,764.0,4.0,yes
59.0,housemaid,divorced,primary,2518,no,no,30,jul,675.0,3.0,yes
43.0,admin.,,secondary,378,no,no,30,jul,782.0,,yes
39.0,technician,,secondary,391,no,yes,30,jul,962.0,4.0,yes
33.0,unemployed,,secondary,-144,no,no,30,jul,481.0,3.0,yes
36.0,self-employed,,tertiary,1240,no,no,31,jul,812.0,3.0,yes
35.0,blue-collar,divorced,primary,1792,yes,no,31,jul,630.0,6.0,yes
50.0,blue-collar,,unknown,2284,yes,no,31,jul,1088.0,17.0,yes
55.0,technician,,secondary,264,yes,yes,31,jul,1150.0,5.0,yes
51.0,unemployed,divorced,tertiary,0,no,no,31,jul,574.0,2.0,yes
48.0,entrepreneur,,tertiary,-392,no,no,31,jul,725.0,4.0,yes
55.0,housemaid,divorced,primary,77,no,no,31,jul,463.0,6.0,yes
30.0,services,,secondary,48,yes,no,31,jul,662.0,13.0,yes
53.0,blue-collar,,primary,252,no,no,31,jul,727.0,4.0,yes
40.0,blue-collar,,secondary,1954,no,no,31,jul,1107.0,2.0,yes
44.0,technician,,primary,755,no,yes,31,jul,829.0,4.0,yes
49.0,management,divorced,tertiary,755,no,no,31,jul,1212.0,4.0,yes
40.0,admin.,,secondary,341,no,no,31,jul,1142.0,5.0,yes
58.0,unemployed,,primary,1183,no,no,31,jul,1721.0,5.0,yes
49.0,services,,secondary,388,no,no,31,jul,1032.0,4.0,yes
38.0,technician,,secondary,1919,no,no,4,aug,846.0,1.0,yes
51.0,housemaid,divorced,tertiary,1613,no,no,4,aug,870.0,1.0,yes
36.0,management,divorced,tertiary,0,no,no,4,aug,1165.0,1.0,yes
55.0,retired,,secondary,0,no,no,4,aug,1110.0,1.0,yes
43.0,technician,,tertiary,0,no,no,4,aug,1488.0,2.0,yes
60.0,management,divorced,secondary,0,no,no,5,aug,603.0,3.0,yes
57.0,retired,,secondary,466,no,no,5,aug,641.0,2.0,yes
41.0,technician,,tertiary,515,no,no,5,aug,837.0,2.0,yes
50.0,technician,,tertiary,2313,no,no,5,aug,553.0,1.0,yes
53.0,blue-collar,,secondary,-8,no,no,5,aug,794.0,1.0,yes
59.0,retired,,primary,1634,yes,yes,5,aug,836.0,1.0,yes
59.0,housemaid,,primary,100,no,no,5,aug,1134.0,1.0,yes
52.0,unknown,,unknown,5361,no,no,5,aug,607.0,3.0,yes
58.0,management,divorced,tertiary,1257,no,no,5,aug,1536.0,1.0,yes
59.0,retired,,primary,3400,yes,no,5,aug,515.0,3.0,yes
49.0,technician,,secondary,1377,no,no,5,aug,935.0,1.0,yes
33.0,management,divorced,tertiary,2885,no,no,5,aug,1051.0,2.0,yes
55.0,blue-collar,,primary,512,no,no,5,aug,1200.0,2.0,yes
42.0,technician,,tertiary,921,no,no,5,aug,531.0,3.0,yes
52.0,services,,secondary,1000,no,no,5,aug,766.0,2.0,yes
38.0,technician,,tertiary,202,no,no,5,aug,1311.0,2.0,yes
55.0,technician,,tertiary,169,no,yes,5,aug,618.0,2.0,yes
49.0,technician,,tertiary,3726,no,no,5,aug,875.0,2.0,yes
56.0,technician,divorced,secondary,146,yes,no,5,aug,419.0,3.0,yes
46.0,technician,,secondary,940,no,no,5,aug,1227.0,2.0,yes
57.0,retired,divorced,tertiary,734,no,no,6,aug,1357.0,4.0,yes
61.0,retired,,secondary,77,no,no,6,aug,455.0,4.0,yes
45.0,admin.,,secondary,925,no,no,6,aug,406.0,2.0,yes
39.0,management,,tertiary,1836,no,no,6,aug,902.0,3.0,yes
46.0,admin.,,secondary,660,no,no,6,aug,740.0,2.0,yes
43.0,management,,tertiary,1304,no,no,6,aug,501.0,2.0,yes
34.0,services,,secondary,2956,no,no,6,aug,835.0,2.0,yes
35.0,management,divorced,tertiary,146,no,no,6,aug,720.0,2.0,yes
36.0,management,divorced,tertiary,36,no,no,6,aug,836.0,4.0,yes
45.0,management,divorced,tertiary,1,no,no,6,aug,490.0,2.0,yes
47.0,technician,,secondary,2480,no,no,6,aug,763.0,2.0,yes
42.0,technician,,tertiary,14282,yes,no,6,aug,649.0,4.0,yes
40.0,management,,tertiary,0,no,no,6,aug,641.0,6.0,yes
40.0,technician,divorced,secondary,311,no,no,6,aug,738.0,2.0,yes
32.0,technician,,secondary,560,no,no,6,aug,1044.0,4.0,yes
33.0,technician,,secondary,3059,no,yes,6,aug,482.0,2.0,yes
32.0,self-employed,,tertiary,1423,no,no,6,aug,1249.0,4.0,yes
46.0,blue-collar,,primary,874,no,no,6,aug,996.0,1.0,yes
50.0,admin.,,secondary,706,yes,no,6,aug,1250.0,4.0,yes
51.0,blue-collar,,primary,7098,no,no,6,aug,1471.0,7.0,yes
30.0,management,,tertiary,5389,no,no,6,aug,1456.0,3.0,yes
39.0,technician,,secondary,1104,no,no,7,aug,395.0,2.0,yes
47.0,admin.,,secondary,3070,no,no,7,aug,663.0,4.0,yes
40.0,technician,divorced,secondary,0,no,no,7,aug,674.0,2.0,yes
50.0,blue-collar,,primary,4108,yes,no,7,aug,526.0,2.0,yes
60.0,management,,tertiary,0,no,no,7,aug,401.0,3.0,yes
32.0,management,,tertiary,4291,no,no,7,aug,1321.0,9.0,yes
57.0,technician,,tertiary,6822,no,no,7,aug,797.0,2.0,yes
41.0,self-employed,,tertiary,231,no,no,7,aug,352.0,2.0,yes
50.0,technician,,secondary,3176,no,no,7,aug,670.0,1.0,yes
46.0,technician,divorced,secondary,-824,yes,no,7,aug,429.0,3.0,yes
31.0,management,,tertiary,676,no,no,7,aug,1182.0,1.0,yes
36.0,technician,,secondary,651,no,no,7,aug,876.0,1.0,yes
45.0,technician,divorced,secondary,2657,no,no,7,aug,895.0,3.0,yes
33.0,technician,divorced,secondary,801,no,no,7,aug,341.0,5.0,yes
47.0,services,,secondary,405,no,yes,8,aug,994.0,2.0,yes
35.0,management,,tertiary,82,no,no,8,aug,507.0,4.0,yes
38.0,management,,tertiary,179,no,no,8,aug,317.0,4.0,yes
33.0,management,,tertiary,1047,no,no,8,aug,512.0,4.0,yes
44.0,technician,,secondary,7138,no,no,8,aug,809.0,2.0,yes
31.0,management,,tertiary,165,no,yes,8,aug,523.0,2.0,yes
31.0,management,,tertiary,37,no,no,8,aug,669.0,2.0,yes
49.0,services,,secondary,823,no,no,8,aug,780.0,4.0,yes
52.0,services,,primary,1625,no,no,8,aug,459.0,2.0,yes
31.0,technician,,tertiary,120,no,no,8,aug,1000.0,1.0,yes
35.0,management,,tertiary,2957,yes,yes,8,aug,733.0,3.0,yes
31.0,management,,tertiary,2,no,no,8,aug,848.0,1.0,yes
36.0,technician,divorced,secondary,1,no,no,8,aug,1242.0,3.0,yes
39.0,management,,tertiary,1795,no,no,8,aug,922.0,7.0,yes
46.0,management,,tertiary,4,no,no,8,aug,1206.0,4.0,yes
48.0,blue-collar,,primary,476,no,no,11,aug,856.0,3.0,yes
36.0,management,,tertiary,9,no,no,11,aug,386.0,4.0,yes
30.0,management,,tertiary,131,yes,no,11,aug,384.0,6.0,yes
33.0,management,,tertiary,1120,no,no,11,aug,1070.0,2.0,yes
57.0,housemaid,,primary,2785,no,no,11,aug,610.0,4.0,yes
33.0,management,,tertiary,0,no,no,11,aug,699.0,7.0,yes
35.0,management,,tertiary,43,no,no,11,aug,917.0,4.0,yes
53.0,management,,tertiary,0,no,no,11,aug,608.0,2.0,yes
41.0,management,,secondary,456,yes,no,11,aug,734.0,4.0,yes
32.0,management,,secondary,2018,no,no,11,aug,1238.0,1.0,yes
41.0,management,,tertiary,0,no,no,11,aug,1242.0,5.0,yes
35.0,technician,,secondary,354,no,no,11,aug,444.0,3.0,yes
48.0,blue-collar,,primary,719,no,yes,11,aug,418.0,5.0,yes
34.0,management,,tertiary,828,no,yes,11,aug,1080.0,3.0,yes
47.0,blue-collar,,secondary,2787,no,no,11,aug,479.0,1.0,yes
46.0,unemployed,,secondary,2551,no,no,12,aug,645.0,2.0,yes
60.0,retired,,secondary,2722,no,no,12,aug,506.0,2.0,yes
39.0,management,,secondary,1880,no,no,12,aug,768.0,2.0,yes
57.0,blue-collar,,primary,2112,no,no,12,aug,1134.0,2.0,yes
36.0,unemployed,divorced,secondary,871,no,no,12,aug,396.0,3.0,yes
30.0,management,,secondary,850,no,no,12,aug,507.0,2.0,yes
33.0,technician,,secondary,3243,no,no,12,aug,439.0,4.0,yes
30.0,management,,tertiary,1567,yes,no,12,aug,1133.0,4.0,yes
36.0,technician,,secondary,12,no,no,12,aug,587.0,2.0,yes
