ultima_compra,visitas,online,loja,catalogo,descontos,vinho,doces,fruta,carne,peixe,renda,total_gasto,adolescentes,criancas,estado_civil,educacao,tempo_cliente,reclamacao,idade,aceitou_campanha
95,4,0,3,0,1,5,0,0,8,2,40479.0,15,0,1,uniao_estavel,graduado,2475,0,38,0
16,3,5,6,8,1,918,38,57,842,99,75345.0,1954,0,0,solteiro,mestrado,2671,0,50,1
46,8,11,5,6,4,652,0,8,158,21,54233.0,839,1,0,casado,graduado,2669,0,43,0
3,4,1,3,0,2,4,1,1,7,2,24163.0,15,1,1,solteiro,graduado,2419,0,50,0
80,5,9,4,9,0,152,54,27,103,106,84460.0,442,0,0,uniao_estavel,doutorado,2700,0,62,1
77,6,1,2,0,1,8,1,0,9,2,43776.0,20,0,1,uniao_estavel,graduado,2216,0,37,0
0,2,4,5,7,1,336,32,130,411,240,71691.0,1149,0,0,solteiro,doutorado,2263,0,62,1
62,2,6,7,6,1,938,95,19,843,25,85844.0,1920,0,0,casado,doutorado,2190,0,47,0
91,5,2,4,1,2,68,8,8,18,19,39190.0,121,0,1,solteiro,doutorado,2223,0,46,0
24,2,4,7,5,1,227,21,23,389,42,71367.0,702,0,0,uniao_estavel,graduado,2469,0,61,0
2,8,3,3,0,3,38,3,4,22,3,38578.0,70,1,1,solteiro,doutorado,2531,0,48,0
22,3,2,4,1,3,105,1,0,9,2,57236.0,117,1,1,casado,doutorado,2268,0,55,0
56,4,4,8,2,1,162,30,50,100,55,61825.0,397,1,0,solteiro,graduado,2485,0,41,0
54,1,4,5,3,1,574,16,8,216,21,79803.0,835,1,0,divorciado,graduado,2186,0,62,0
71,1,3,8,3,1,160,39,80,369,67,80910.0,715,0,0,solteiro,segundo_grau,2765,0,34,0
38,7,1,2,0,1,6,0,0,5,0,27590.0,11,0,1,uniao_estavel,mestrado,2591,0,38,0
62,5,5,10,8,2,614,35,35,160,58,56775.0,902,1,0,casado,graduado,2702,0,41,0
78,1,4,6,7,0,897,161,161,430,186,83829.0,1835,0,0,divorciado,graduado,2423,0,45,1
18,5,4,7,1,2,70,9,54,109,80,54210.0,322,1,0,casado,segundo_grau,2564,0,41,0
95,8,7,5,2,6,120,19,19,206,25,38508.0,389,0,1,casado,graduado,2490,0,34,0
66,5,4,6,1,2,211,7,2,30,7,53187.0,257,0,1,uniao_estavel,graduado,2405,0,50,0
28,8,2,3,0,1,11,6,0,16,7,30023.0,40,0,1,casado,graduado,2256,0,48,0
78,2,4,11,5,1,760,93,53,400,17,76045.0,1323,0,0,solteiro,doutorado,2385,0,60,0
13,5,2,3,0,1,53,0,0,8,0,50870.0,61,1,0,casado,doutorado,2169,0,68,0
27,5,2,4,0,2,7,8,4,13,15,15315.0,47,0,0,casado,segundo_grau,2489,0,50,0
17,5,6,9,2,2,391,32,32,70,21,65463.0,546,0,1,casado,segundo_grau,2309,0,46,0
71,4,4,7,1,7,199,21,9,57,20,66480.0,306,1,1,casado,graduado,2188,0,55,0
79,1,2,11,2,1,516,33,56,449,86,76773.0,1140,0,0,divorciado,graduado,2648,0,66,0
1,5,8,5,2,1,709,160,45,115,30,81698.0,1059,0,0,solteiro,segundo_grau,2644,0,37,1
78,5,1,2,0,1,12,0,0,4,0,54466.0,16,1,1,solteiro,doutorado,2299,0,47,0
23,1,4,9,6,0,1000,115,19,711,125,98777.0,1970,0,0,solteiro,mestrado,2291,0,60,0
75,8,3,3,0,3,19,1,3,18,3,16269.0,44,0,1,solteiro,doutorado,2462,0,36,0
70,6,3,5,3,3,1224,14,28,140,0,71819.0,1406,1,0,uniao_estavel,graduado,2464,0,49,0
10,8,1,2,1,1,16,0,2,18,3,33569.0,39,0,1,casado,doutorado,2415,0,37,1
24,6,3,3,5,1,88,28,39,54,64,36262.0,273,0,0,casado,mestrado,2441,0,37,1
47,8,2,2,1,1,2,6,23,11,8,22634.0,50,0,0,uniao_estavel,primeiro_grau,2688,0,54,0
98,9,11,6,1,5,508,5,11,59,23,47025.0,606,1,0,casado,segundo_grau,2449,0,42,0
4,3,6,9,5,2,381,28,28,215,84,70566.0,736,1,0,solteiro,graduado,2425,0,52,0
15,7,2,4,1,2,74,1,0,42,2,31605.0,119,0,1,casado,doutorado,2743,0,41,0
67,7,4,5,2,5,146,13,0,93,7,52034.0,259,1,1,divorciado,mestrado,2567,0,47,0
32,3,2,4,1,1,23,20,17,23,43,48526.0,126,0,1,solteiro,graduado,2346,0,41,0
40,7,6,5,1,2,110,23,5,137,26,46734.0,301,1,0,casado,graduado,2747,0,66,0
54,8,6,5,2,7,165,24,3,147,4,39552.0,343,1,1,divorciado,graduado,2717,0,58,1
78,8,5,6,3,4,957,47,47,494,82,86358.0,1627,1,1,solteiro,graduado,2849,0,54,0
94,3,1,3,1,2,41,1,0,17,3,46931.0,62,1,2,uniao_estavel,graduado,2225,0,43,0
51,4,0,3,0,1,1,3,3,4,2,16581.0,13,0,0,solteiro,primeiro_grau,2692,0,35,0
42,4,7,11,6,1,176,33,29,818,0,63998.0,1056,0,0,divorciado,segundo_grau,2350,0,68,1
67,7,2,9,2,4,815,0,8,53,11,67381.0,887,1,0,casado,mestrado,2689,0,69,0
87,7,1,2,0,1,6,0,1,2,2,25930.0,11,1,1,solteiro,graduado,2421,0,53,0
29,5,1,3,0,1,8,3,4,20,6,42693.0,41,0,1,casado,graduado,2181,0,42,0
89,3,6,9,7,2,717,30,42,864,219,85606.0,1872,1,0,uniao_estavel,graduado,2753,0,44,0
74,4,7,8,5,1,1067,19,138,750,0,72903.0,1974,0,0,solteiro,graduado,2402,0,35,1
97,6,5,6,1,2,166,8,5,107,11,49669.0,297,0,1,uniao_estavel,segundo_grau,2195,0,46,0
63,9,3,3,0,3,29,4,4,34,2,36778.0,73,1,1,casado,doutorado,2852,0,52,0
88,1,4,9,6,1,714,0,76,395,116,85696.0,1301,0,0,divorciado,doutorado,2581,0,58,1
34,5,3,3,0,2,8,2,4,10,2,10979.0,26,0,0,divorciado,mestrado,2197,0,31,0
81,7,6,4,2,2,229,2,5,56,3,49678.0,295,1,0,casado,graduado,2671,0,59,0
65,4,6,10,2,4,320,72,48,133,39,56129.0,612,1,0,uniao_estavel,mestrado,2533,0,67,0
51,5,2,4,0,1,23,15,0,26,7,37155.0,71,0,1,casado,graduado,2673,0,31,0
76,6,2,2,1,2,1,8,5,8,4,21282.0,26,0,1,divorciado,segundo_grau,2208,0,42,0
76,7,2,4,0,2,56,0,0,12,0,33419.0,68,1,0,solteiro,doutorado,2475,0,58,0
84,3,6,13,5,1,508,38,124,249,50,63285.0,969,0,0,viuvo,graduado,2395,0,75,0
56,4,2,4,1,4,29,2,0,25,2,21255.0,58,0,1,uniao_estavel,mestrado,2318,0,46,0
31,6,3,3,1,2,46,4,7,59,2,42162.0,118,0,1,uniao_estavel,graduado,2381,0,39,1
0,8,9,8,2,12,454,19,0,171,8,54450.0,652,1,1,uniao_estavel,graduado,2812,0,64,0
91,8,9,4,1,2,350,0,3,39,0,57744.0,392,1,0,casado,doutorado,2388,0,66,0
40,9,1,2,0,1,10,0,0,8,0,26576.0,18,0,1,solteiro,graduado,2783,0,34,1
59,6,9,13,3,2,735,20,40,183,52,57513.0,1030,0,0,viuvo,doutorado,2517,0,77,0
96,6,10,7,4,3,897,112,126,196,91,68142.0,1422,1,0,uniao_estavel,graduado,2828,0,56,0
61,8,1,2,0,1,5,0,2,3,3,7500.0,13,1,0,casado,graduado,2828,0,41,0
14,2,5,11,9,1,777,137,35,731,39,83145.0,1719,0,0,uniao_estavel,graduado,2804,0,46,1
16,1,1,6,3,2,162,13,6,37,6,54197.0,224,1,0,casado,mestrado,2246,0,60,0
98,7,2,3,1,4,35,0,0,11,0,23091.0,46,1,1,solteiro,doutorado,2191,0,57,0
11,7,5,9,2,10,342,14,9,112,19,46049.0,496,1,1,casado,graduado,2502,0,44,1
52,4,7,4,3,1,258,172,105,239,237,56715.0,1011,0,0,uniao_estavel,graduado,2730,0,46,0
19,1,3,5,2,1,658,13,80,483,123,79410.0,1357,0,0,casado,graduado,2190,0,59,0
61,5,7,10,6,2,356,17,80,329,138,57304.0,920,1,0,casado,graduado,2634,0,69,0
73,5,4,6,1,1,213,7,5,28,7,44375.0,260,1,0,casado,graduado,2257,0,55,0
0,8,9,8,2,12,454,19,0,171,8,54450.0,652,1,1,uniao_estavel,graduado,2812,0,64,0
74,7,8,7,1,1,457,0,4,29,0,59594.0,490,1,0,casado,graduado,2776,0,55,0
55,2,6,10,4,1,241,26,45,604,34,80685.0,950,0,0,uniao_estavel,graduado,2835,0,26,0
48,7,4,5,1,2,210,0,0,6,0,40344.0,216,1,0,casado,doutorado,2418,0,46,0
53,4,4,12,2,4,441,29,35,83,7,62710.0,595,1,0,casado,graduado,2561,0,48,0
13,3,1,3,1,1,19,7,13,18,10,48985.0,67,1,0,casado,segundo_grau,2518,0,52,0
34,8,2,4,0,3,28,7,9,37,12,35322.0,93,2,1,uniao_estavel,graduado,2835,0,52,0
54,2,4,8,4,1,476,151,75,162,29,77142.0,893,0,0,casado,graduado,2555,0,72,0
69,1,3,8,4,1,364,60,40,425,158,81657.0,1047,0,0,solteiro,graduado,2317,0,51,0
81,5,1,2,0,1,0,3,0,2,3,14421.0,8,0,0,casado,primeiro_grau,2291,0,24,0
99,8,1,3,0,1,0,6,6,3,7,20130.0,22,0,0,casado,segundo_grau,2263,0,46,0
3,5,8,5,2,1,863,99,83,547,86,74214.0,1678,0,0,casado,doutorado,2831,0,30,0
61,7,8,4,2,3,349,0,7,35,0,66726.0,391,1,1,casado,mestrado,2327,0,63,0
65,8,2,3,0,2,5,18,23,15,0,23724.0,61,0,1,uniao_estavel,primeiro_grau,2696,0,41,0
93,5,2,6,2,3,184,8,2,19,8,47353.0,221,1,0,casado,mestrado,2387,0,60,0
24,8,1,2,0,1,8,0,0,8,0,33444.0,16,1,1,casado,mestrado,2762,0,68,0
8,3,3,10,2,2,277,21,21,64,62,54386.0,445,1,0,casado,graduado,2567,0,39,0
72,5,2,4,0,3,44,4,5,19,0,28510.0,72,1,1,divorciado,graduado,2601,0,39,0
29,1,3,10,4,1,1156,144,120,915,94,90638.0,2429,0,0,solteiro,mestrado,2295,0,29,0
33,7,8,6,2,3,373,9,14,83,6,48070.0,485,1,0,uniao_estavel,graduado,2691,1,70,0
68,6,4,5,1,1,134,0,8,76,6,43140.0,224,1,0,casado,graduado,2699,0,63,0
55,7,9,4,5,3,1148,0,0,60,0,54959.0,1208,1,0,divorciado,doutorado,2685,0,59,1
76,5,2,3,2,5,6,6,12,3,21,15056.0,48,1,1,solteiro,primeiro_grau,2581,0,62,0
17,7,1,2,0,1,4,0,1,11,0,26954.0,16,0,1,solteiro,graduado,2211,0,49,0
94,5,1,3,0,1,5,0,4,8,2,22327.0,19,0,1,solteiro,graduado,2490,0,35,0
86,4,1,4,0,2,24,2,2,20,2,44393.0,50,1,1,casado,graduado,2470,0,55,0
25,4,6,13,6,1,899,0,0,101,0,62000.0,1000,1,0,solteiro,doutorado,2467,0,68,0
22,8,3,4,1,2,108,1,1,28,13,31497.0,151,1,0,uniao_estavel,doutorado,2729,0,58,0
15,5,1,3,0,1,27,2,2,7,0,45894.0,38,2,0,casado,segundo_grau,2281,0,46,0
35,3,5,4,6,1,816,66,66,549,216,78579.0,1713,0,0,divorciado,mestrado,2713,0,50,1
81,4,7,10,4,4,1298,14,0,70,37,67369.0,1419,1,0,viuvo,mestrado,2748,0,51,1
55,4,1,2,2,1,10,29,0,11,17,58401.0,67,1,0,divorciado,graduado,2229,0,60,0
94,5,4,4,0,1,87,6,13,34,10,62307.0,150,1,0,solteiro,graduado,2291,0,68,0
50,6,2,4,1,3,57,2,2,51,4,43641.0,116,1,1,casado,mestrado,2592,0,51,0
64,6,9,9,3,1,635,7,15,100,20,63841.0,777,1,0,divorciado,mestrado,2593,0,52,0
91,4,2,4,1,1,43,15,12,23,29,46891.0,122,1,0,casado,segundo_grau,2460,0,55,0
11,8,5,10,2,2,964,0,34,137,15,70091.0,1150,0,1,casado,mestrado,2614,0,51,0
72,1,3,5,5,1,572,35,8,259,34,78075.0,908,0,0,casado,doutorado,2244,0,48,0
6,5,6,12,6,3,341,151,142,113,259,59184.0,1006,1,0,viuvo,segundo_grau,2817,0,59,0
0,4,2,5,1,4,63,13,6,57,13,54809.0,152,1,1,casado,graduado,2450,0,43,0
66,7,9,8,2,3,221,78,104,169,102,58113.0,674,1,0,casado,graduado,2679,1,61,0
42,4,3,4,2,2,140,5,3,29,4,51412.0,181,1,0,casado,mestrado,2339,0,62,0
60,7,1,2,1,2,1,3,2,8,4,15287.0,18,0,1,divorciado,graduado,2786,0,41,1
64,1,3,9,4,1,291,10,10,689,84,66636.0,1084,0,0,uniao_estavel,mestrado,2475,0,63,0
87,8,10,5,4,3,544,6,13,85,8,50965.0,656,1,0,casado,mestrado,2653,0,64,0
96,2,6,10,9,1,684,66,100,801,21,84618.0,1672,0,0,casado,doutorado,2378,0,55,0
1,7,2,3,0,1,1,14,12,9,0,18351.0,36,0,0,casado,graduado,2402,0,30,0
54,5,1,2,1,1,35,0,0,4,0,40451.0,39,2,0,uniao_estavel,doutorado,2292,0,63,0
53,7,3,4,0,2,87,2,3,25,3,36317.0,120,1,0,uniao_estavel,graduado,2562,0,55,0
96,7,5,7,1,2,309,3,3,24,4,42213.0,343,1,0,uniao_estavel,graduado,2419,0,63,0
58,1,2,10,4,2,172,78,73,93,95,65748.0,511,1,0,uniao_estavel,graduado,2599,1,65,0
12,4,7,11,11,2,625,34,38,242,50,77044.0,989,1,0,uniao_estavel,graduado,2404,0,48,0
78,3,5,6,9,1,972,19,59,913,25,74918.0,1988,0,0,uniao_estavel,graduado,2633,0,51,0
64,6,4,5,1,5,157,13,6,39,6,56721.0,221,1,1,casado,graduado,2765,0,48,0
26,6,2,4,1,4,48,15,9,45,3,42160.0,120,1,1,solteiro,graduado,2525,0,45,1
8,3,4,10,2,1,279,14,83,88,32,61559.0,496,1,0,solteiro,graduado,2506,0,55,0
49,9,3,4,1,5,132,0,0,16,0,33629.0,148,1,1,uniao_estavel,doutorado,2849,0,57,0
56,2,4,10,9,1,919,30,0,505,99,68682.0,1553,0,0,uniao_estavel,doutorado,2425,0,29,0
55,7,2,2,2,2,62,1,0,22,3,34377.0,88,1,0,solteiro,graduado,2685,0,57,0
25,8,3,3,1,3,1,6,45,3,4,8940.0,59,0,1,solteiro,primeiro_grau,2835,0,34,0
50,8,1,2,0,1,2,1,6,4,3,26228.0,16,0,1,casado,graduado,2439,0,47,0
84,4,5,9,7,1,408,122,61,109,48,77297.0,748,0,0,divorciado,segundo_grau,2678,0,63,0
30,8,2,2,1,2,51,1,1,7,2,40211.0,62,1,1,casado,graduado,2493,0,39,0
81,5,2,4,1,4,62,2,1,16,3,33438.0,84,1,1,viuvo,doutorado,2439,0,62,0
74,3,5,9,4,2,952,12,12,180,47,75032.0,1203,1,0,casado,doutorado,2586,0,61,0
76,6,11,8,2,1,618,7,15,106,20,61284.0,766,0,0,solteiro,doutorado,2419,0,65,0
36,5,2,2,1,2,11,2,7,12,2,22518.0,34,0,1,casado,graduado,2774,0,34,1
64,4,4,8,1,5,318,7,3,17,4,54730.0,349,1,0,casado,mestrado,2477,0,45,0
62,7,3,3,0,3,56,0,0,14,0,38452.0,70,1,1,casado,mestrado,2250,0,65,0
53,8,5,4,0,5,110,1,5,59,7,44421.0,182,1,1,divorciado,graduado,2658,0,49,0
86,5,1,3,0,1,23,1,0,11,2,38197.0,37,0,1,uniao_estavel,doutorado,2524,0,34,0
15,4,3,4,0,3,27,3,5,8,8,41986.0,51,1,0,divorciado,graduado,2299,0,42,0
67,8,2,3,0,2,18,3,3,19,3,28427.0,46,0,1,uniao_estavel,graduado,2624,0,37,0
47,6,1,3,0,1,18,1,0,9,0,37395.0,28,0,1,uniao_estavel,doutorado,2217,0,44,0
47,6,8,11,2,4,303,147,0,280,60,64722.0,790,0,1,casado,graduado,2193,0,49,0
81,3,2,4,1,1,97,0,1,19,2,55249.0,119,1,0,uniao_estavel,mestrado,2232,0,64,0
98,2,5,12,6,1,997,30,15,414,99,84906.0,1555,0,0,uniao_estavel,graduado,2427,0,48,0
56,8,1,3,0,1,5,0,4,13,8,28691.0,30,0,1,casado,graduado,2519,0,31,0
48,6,2,5,1,4,95,4,11,35,0,44213.0,145,1,1,solteiro,graduado,2371,0,68,0
18,7,1,3,0,1,1,6,6,2,3,25707.0,18,0,1,solteiro,primeiro_grau,2321,0,36,0
74,4,2,3,0,2,46,0,1,12,3,59062.0,62,1,2,casado,doutorado,2428,0,53,0
68,1,5,7,10,1,411,115,106,147,54,76624.0,833,1,0,solteiro,graduado,2195,0,58,0
36,1,1,5,3,1,244,0,51,270,101,66000.0,666,0,0,uniao_estavel,mestrado,2229,0,73,0
90,8,6,4,2,4,152,12,9,121,12,27683.0,306,0,1,uniao_estavel,doutorado,2853,0,42,0
65,20,0,0,0,15,1,1,1,3,1,1730.0,7,0,0,divorciado,graduado,2201,0,49,0
63,9,3,2,2,4,10,26,17,18,8,7500.0,79,0,1,solteiro,primeiro_grau,2732,0,28,0
82,5,0,2,1,1,12,0,0,5,0,40521.0,17,1,1,uniao_estavel,graduado,2609,0,52,0
63,8,1,2,0,1,5,0,0,4,0,20427.0,9,0,1,uniao_estavel,doutorado,2256,0,47,0
55,6,8,13,3,3,790,0,19,133,12,65106.0,954,1,0,casado,graduado,2195,0,45,0
64,3,4,6,2,1,882,29,29,514,38,69969.0,1492,0,0,casado,doutorado,2465,0,55,1
51,4,6,13,5,4,615,48,28,259,12,67433.0,962,2,0,casado,graduado,2507,0,68,0
97,6,11,11,10,2,1004,59,59,265,115,77766.0,1502,1,0,casado,doutorado,2651,0,53,1
92,4,7,5,3,2,133,195,27,421,13,74716.0,789,1,0,casado,graduado,2449,0,48,0
51,6,8,4,9,2,595,23,23,123,10,68118.0,774,1,0,divorciado,graduado,2413,0,57,0
72,7,7,5,2,4,293,11,0,87,4,55158.0,395,1,1,casado,doutorado,2858,0,50,1
39,6,7,3,4,2,313,0,15,47,20,62972.0,395,1,0,casado,segundo_grau,2854,0,65,1
49,2,4,11,2,2,151,91,81,86,168,74190.0,577,1,0,casado,graduado,2207,0,45,0
21,6,1,2,0,1,15,0,0,2,0,39356.0,17,1,1,casado,graduado,2261,0,44,0
91,2,4,11,7,1,736,189,63,946,219,76653.0,2153,0,0,uniao_estavel,graduado,2476,0,51,0
37,5,1,2,1,2,15,2,0,8,4,35860.0,29,1,1,divorciado,doutorado,2200,0,47,0
98,2,6,8,2,1,982,34,17,672,23,90687.0,1728,0,0,divorciado,doutorado,2562,0,37,1
85,3,7,11,8,1,1142,69,51,415,90,73450.0,1767,0,0,uniao_estavel,mestrado,2365,0,38,0
40,8,2,3,0,3,28,0,0,11,0,31454.0,39,1,1,casado,graduado,2517,0,60,0
2,7,2,2,1,2,46,2,0,12,0,47139.0,60,1,1,solteiro,graduado,2274,0,68,1
78,1,4,6,7,0,897,161,161,430,186,83829.0,1835,0,0,divorciado,graduado,2423,0,45,1
41,8,9,6,4,10,489,6,6,152,8,53378.0,661,1,1,casado,doutorado,2802,0,57,1
94,7,2,3,1,3,25,8,4,9,6,19656.0,52,0,1,uniao_estavel,graduado,2665,0,50,0
10,6,4,4,1,1,145,1,1,33,2,45579.0,182,1,0,casado,doutorado,2472,0,72,0
73,2,6,6,6,1,630,18,26,611,44,85485.0,1329,0,0,solteiro,segundo_grau,2167,0,62,0
22,4,7,4,3,2,760,9,38,104,50,55956.0,961,0,0,casado,graduado,2242,0,76,0
30,3,5,13,3,3,420,38,15,186,151,64191.0,810,1,0,solteiro,mestrado,2682,0,57,0
21,8,5,4,1,4,125,19,17,52,3,38808.0,216,0,1,solteiro,graduado,2831,0,48,1
51,8,9,7,1,8,464,0,5,64,7,57183.0,540,1,1,casado,mestrado,2626,0,54,0
97,8,2,3,1,3,6,15,6,29,12,23748.0,68,0,1,divorciado,mestrado,2744,0,52,0
56,8,3,11,4,4,1090,12,12,96,16,66303.0,1226,1,0,casado,graduado,2647,0,49,0
4,6,1,2,0,1,3,2,2,11,2,37368.0,20,0,1,casado,mestrado,2354,0,45,0
77,7,3,3,0,2,24,30,0,27,8,40800.0,89,2,1,casado,graduado,2703,1,56,0
95,3,6,9,7,0,737,63,21,106,55,71847.0,982,0,0,divorciado,graduado,2805,0,42,0
36,5,5,7,1,5,254,0,6,71,4,46149.0,335,1,0,casado,graduado,2371,0,45,0
13,2,4,8,6,1,817,55,185,687,145,78687.0,1889,0,0,uniao_estavel,graduado,2848,0,37,1
90,7,9,10,7,2,620,98,54,239,99,49118.0,1110,0,0,divorciado,segundo_grau,2839,0,49,1
49,9,1,3,0,2,13,0,4,20,0,37633.0,37,1,1,casado,doutorado,2806,0,63,0
18,8,7,7,1,2,113,26,61,204,34,39767.0,438,0,0,uniao_estavel,mestrado,2502,0,69,0
89,7,4,5,2,2,7,49,23,78,133,26997.0,290,0,0,casado,primeiro_grau,2760,0,69,0
43,7,1,3,0,1,16,1,2,18,2,33986.0,39,0,1,divorciado,graduado,2631,0,50,0
82,7,9,5,2,2,462,0,0,24,6,57091.0,492,1,0,casado,doutorado,2742,0,48,1
84,4,1,2,2,2,22,4,2,10,6,46831.0,44,1,1,casado,segundo_grau,2545,0,51,0
80,2,5,10,7,1,968,42,147,842,137,83151.0,2136,0,0,casado,mestrado,2663,0,48,1
68,6,7,10,2,2,283,72,112,151,51,52531.0,669,0,0,casado,graduado,2705,0,49,0
12,7,1,2,0,1,1,0,2,5,6,15759.0,14,0,0,casado,graduado,2456,0,64,0
75,9,2,2,0,1,14,1,1,7,2,22804.0,25,0,1,solteiro,graduado,2492,0,49,0
10,5,2,4,0,2,30,3,5,24,6,43050.0,68,0,1,casado,segundo_grau,2262,0,47,0
91,7,1,2,0,1,4,1,0,5,0,42997.0,10,1,1,solteiro,doutorado,2363,0,43,0
21,4,1,4,0,2,52,0,0,9,0,48918.0,61,1,1,solteiro,doutorado,2237,0,57,0
28,2,2,5,1,2,62,11,1,57,19,60033.0,150,1,0,uniao_estavel,mestrado,2251,0,66,0
97,9,2,2,0,1,20,0,2,14,3,34043.0,39,0,1,uniao_estavel,doutorado,2406,0,42,0
49,5,7,11,2,5,545,21,7,114,37,57811.0,724,1,0,uniao_estavel,graduado,2529,0,54,0
14,1,4,4,6,1,558,175,79,622,207,78569.0,1641,0,0,casado,graduado,2289,0,74,1
5,6,2,3,1,4,6,4,5,4,13,7500.0,32,1,1,solteiro,graduado,2708,0,42,0
62,2,5,5,8,0,1111,45,24,790,160,94384.0,2130,0,0,uniao_estavel,graduado,2641,0,67,1
83,7,2,3,0,1,4,3,6,8,6,23148.0,27,0,0,casado,segundo_grau,2290,0,35,0
48,9,5,4,2,5,183,5,5,65,3,44267.0,261,1,1,divorciado,graduado,2648,0,50,0
94,3,5,8,5,1,546,145,72,376,94,71626.0,1233,0,0,casado,graduado,2764,0,41,0
61,7,10,8,3,5,606,0,7,155,10,60894.0,778,1,0,uniao_estavel,graduado,2525,0,54,0
70,8,7,5,1,6,266,6,6,51,8,50200.0,337,1,1,uniao_estavel,graduado,2611,0,44,0
43,2,5,12,5,1,1142,29,29,249,38,81051.0,1487,0,0,casado,doutorado,2196,0,55,0
23,6,10,13,4,1,1074,0,0,69,0,65169.0,1143,0,0,casado,graduado,2325,0,38,1
37,6,11,12,2,7,771,10,51,154,54,59868.0,1040,1,0,uniao_estavel,graduado,2501,0,48,0
50,4,5,10,4,2,371,58,32,189,0,65695.0,650,1,0,casado,doutorado,2308,0,60,0
78,4,7,10,5,1,556,0,14,717,210,64857.0,1497,0,0,solteiro,mestrado,2742,0,64,0
74,7,6,5,1,3,202,5,5,74,11,45143.0,297,1,0,uniao_estavel,mestrado,2466,0,55,0
14,2,4,10,7,5,209,162,162,209,41,74805.0,783,1,0,uniao_estavel,segundo_grau,2394,0,65,0
77,4,3,7,1,3,35,40,40,111,36,59060.0,262,0,1,casado,segundo_grau,2328,0,31,0
39,9,3,3,0,3,37,0,0,17,0,27238.0,54,1,1,solteiro,doutorado,2594,0,58,0
89,4,3,8,2,4,171,10,45,73,59,47009.0,358,1,0,uniao_estavel,graduado,2430,0,55,0
62,7,1,3,0,1,12,2,2,20,3,46094.0,39,1,1,casado,segundo_grau,2178,0,47,0
59,7,3,3,0,2,44,0,4,21,6,40321.0,75,1,1,casado,graduado,2494,0,48,0
68,4,1,2,1,1,20,6,2,9,4,37235.0,41,0,1,uniao_estavel,graduado,2307,0,36,0
13,3,5,12,9,1,779,69,86,537,34,81843.0,1505,0,0,casado,mestrado,2592,0,60,0
37,6,6,5,1,3,170,12,6,97,24,46692.0,309,1,0,uniao_estavel,mestrado,2547,0,62,0
36,1,5,12,7,2,491,105,48,231,112,77382.0,987,1,0,uniao_estavel,graduado,2332,0,52,0
28,9,7,3,2,4,173,2,8,107,7,37774.0,297,0,2,solteiro,graduado,2823,1,43,1
2,8,3,3,0,2,7,0,10,13,16,18393.0,46,0,1,casado,primeiro_grau,2251,0,46,0
17,7,6,13,3,6,1205,14,0,235,19,72828.0,1473,1,0,casado,mestrado,2659,0,58,0
86,7,3,3,0,1,10,3,7,25,6,24711.0,51,0,0,casado,graduado,2231,0,38,0
54,5,3,4,1,1,97,1,4,44,6,45503.0,152,0,1,casado,doutorado,2436,0,45,0
2,17,1,1,0,0,67,3,11,26,4,6560.0,111,0,0,solteiro,mestrado,2358,0,38,0
3,4,8,5,3,1,345,75,53,528,98,71604.0,1099,0,0,uniao_estavel,doutorado,2383,0,75,1
84,7,2,2,2,2,6,24,5,17,3,27244.0,55,0,1,casado,graduado,2273,0,41,0
8,9,6,5,1,5,73,15,57,100,71,48752.0,316,1,1,casado,graduado,2723,0,51,1
4,4,7,7,4,3,711,96,36,217,172,71434.0,1232,1,0,casado,graduado,2443,0,58,0
57,1,4,13,9,1,774,187,70,118,182,90842.0,1331,0,0,solteiro,graduado,2494,0,72,0
24,9,6,8,5,1,163,126,0,480,0,88097.0,769,0,1,casado,mestrado,2839,0,42,1
51,5,5,4,2,2,82,30,33,54,71,51948.0,270,1,0,casado,graduado,2444,0,45,0
29,1,2,6,8,1,358,97,108,413,141,71853.0,1117,0,0,uniao_estavel,graduado,2576,0,38,0
13,6,3,3,1,1,66,3,2,40,4,35876.0,115,0,0,casado,mestrado,2229,0,37,0
23,6,1,3,0,1,13,3,6,7,0,40049.0,29,1,0,viuvo,graduado,2415,0,68,0
36,9,7,3,1,3,139,13,13,78,20,39660.0,263,0,1,solteiro,graduado,2849,0,38,1
88,6,5,6,1,1,274,6,0,21,4,50127.0,305,1,0,uniao_estavel,graduado,2190,0,58,0
2,5,5,6,2,3,262,10,6,61,0,43263.0,339,1,0,casado,mestrado,2744,0,43,0
3,8,3,10,4,11,1099,0,0,45,0,62845.0,1144,1,1,casado,mestrado,2795,0,71,1
15,6,1,4,0,1,32,4,0,8,23,18929.0,67,0,0,casado,graduado,2657,0,30,0
58,9,1,2,0,1,2,11,4,2,0,24367.0,19,0,1,solteiro,primeiro_grau,2625,0,38,0
11,6,2,3,1,2,6,14,10,21,19,33249.0,70,0,1,solteiro,graduado,2653,0,45,0
27,6,1,3,0,1,6,4,7,4,3,26887.0,24,1,0,casado,segundo_grau,2663,0,61,0
32,5,5,7,2,2,135,61,46,92,65,50150.0,399,0,0,casado,doutorado,2533,0,37,0
12,6,10,7,4,3,641,30,7,84,0,62061.0,762,1,0,uniao_estavel,graduado,2461,0,44,0
88,1,4,9,6,1,714,0,76,395,116,85696.0,1301,0,0,divorciado,doutorado,2581,0,58,1
91,2,4,10,8,1,794,29,73,573,0,76542.0,1469,0,0,uniao_estavel,doutorado,2615,0,64,0
